,İlan Numarası,İlan Güncelleme Tarihi,Kategorisi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,İlan Oluşturma Tarihi,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,House Price,House Location,Krediye Uygunluk,Yatırıma Uygunluk,Yapı Durumu
110,13610591,28 Temmuz 2023,Satılık,132 M2,16-20,2,Boş,24 Temmuz 2023,Konut,100 M2,2.5+1,2.Kat,Sobalı,1.650.000TL,Kayseri - Kocasinan - Argıncık Mahallesi,,,
111,13609938,23 Temmuz 2023,Satılık,130 M2,21 Ve Üzeri,3,Boş,23 Temmuz 2023,Konut,110 M2,2+1,Düz Giriş,Sobalı,830.000TL,Kayseri - Kocasinan - Kayabaşı Mahallesi,Bilinmiyor,,
112,13609720,23 Temmuz 2023,Satılık,110 M2,5-10,9,Mülk Sahibi Oturuyor,23 Temmuz 2023,Konut,75 M2,1+1,6.Kat,Kombi Doğalgaz,755.000TL,Kayseri - Melikgazi - Selçuklu Mahallesi,,,
113,13609354,23 Temmuz 2023,Satılık,135 M2,11-15,11,Boş,23 Temmuz 2023,Konut,120 M2,3+1,4.Kat,Merkezi Doğalgaz,1.570.000TL,Kayseri - Kocasinan - Turgut Reis Mahallesi,,,
114,13609169,23 Temmuz 2023,Satılık,165 M2,11-15,14,Mülk Sahibi Oturuyor,23 Temmuz 2023,Konut,135 M2,3+1,7.Kat,Kombi Doğalgaz,1.550.000TL,Kayseri - Kocasinan - Mithatpaşa Mahallesi,,,
115,13605653,24 Temmuz 2023,Satılık,250 M2,11-15,14,Kiracı Oturuyor,22 Temmuz 2023,Konut,210 M2,4+1,3.Kat,Merkezi Doğalgaz,3.440.000TL,Kayseri - Melikgazi - Alpaslan Mahallesi,,,
116,13605230,22 Temmuz 2023,Satılık,145 M2,5-10,14,Mülk Sahibi Oturuyor,22 Temmuz 2023,Konut,125 M2,3+1,10.Kat,Merkezi (Pay Ölçer),1.550.000TL,Kayseri - Melikgazi - Bahçelievler Mahallesi,,,
117,13605090,22 Temmuz 2023,Satılık,132 M2,16-20,15,Mülk Sahibi Oturuyor,22 Temmuz 2023,Konut,120 M2,3+1,15.Kat,Merkezi Doğalgaz,770.000TL,Kayseri - Melikgazi - Şirintepe Mahallesi,Krediye Uygun Değil,,
118,13604736,29 Temmuz 2023,Satılık,155 M2,21 Ve Üzeri,8,Boş,22 Temmuz 2023,Konut,140 M2,3+1,2.Kat,Merkezi Doğalgaz,1.590.000TL,Kayseri - Kocasinan - Fevzi Çakmak Mahallesi,Bilinmiyor,,
119,13604287,22 Temmuz 2023,Satılık,155 M2,11-15,14,Boş,22 Temmuz 2023,Konut,135 M2,3+1,13.Kat,Merkezi (Pay Ölçer),1.465.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,
120,13604280,29 Temmuz 2023,Satılık,155 M2,11-15,13,Kiracı Oturuyor,22 Temmuz 2023,Konut,130 M2,3+1,Yüksek Giriş,Merkezi Doğalgaz,1.525.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,
121,13603733,22 Temmuz 2023,Satılık,165 M2,16-20,9,Kiracı Oturuyor,22 Temmuz 2023,Konut,135 M2,3+1,9.Kat,Merkezi (Pay Ölçer),1.375.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,
122,13603695,23 Temmuz 2023,Satılık,175 M2,5-10,13,Boş,22 Temmuz 2023,Konut,165 M2,3+1,10.Kat,Merkezi (Pay Ölçer),1.565.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,
123,13603489,30 Temmuz 2023,Satılık,145 M2,11-15,9,Mülk Sahibi Oturuyor,22 Temmuz 2023,Konut,120 M2,3+1,9.Kat,Merkezi Doğalgaz,1.375.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,
124,13603138,24 Temmuz 2023,Satılık,175 M2,11-15,14,Kiracı Oturuyor,22 Temmuz 2023,Konut,140 M2,3+1,10.Kat,Merkezi (Pay Ölçer),1.550.000TL,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,,,
125,13601834,22 Temmuz 2023,Satılık,165 M2,4,12,Boş,22 Temmuz 2023,Konut,145 M2,3+1,12.Kat,Merkezi (Pay Ölçer),1.620.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,
126,13601594,30 Temmuz 2023,Satılık,150 M2,4,8,Mülk Sahibi Oturuyor,21 Temmuz 2023,Konut,130 M2,3+1,2.Kat,Merkezi (Pay Ölçer),1.300.000TLarrow_downward%4,Kayseri - Kocasinan - Barbaros Mahallesi,,,
127,13600873,21 Temmuz 2023,Satılık,215 M2,0 (Yeni),14,Boş,21 Temmuz 2023,Konut,155 M2,4+1,14.Kat,Merkezi (Pay Ölçer),3.700.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,
128,13600406,28 Temmuz 2023,Satılık,155 M2,5-10,9,Mülk Sahibi Oturuyor,21 Temmuz 2023,Konut,130 M2,3+1,4.Kat,Kombi Doğalgaz,1.650.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,,,
129,13599642,28 Temmuz 2023,Satılık,115 M2,0 (Yeni),5,Boş,21 Temmuz 2023,Konut,100 M2,3+1,Kot 2 (-2).Kat,Merkezi (Pay Ölçer),1.550.000TL,Kayseri - Melikgazi - Tavlusun Mahallesi,,,
130,13599627,21 Temmuz 2023,Satılık,150 M2,11-15,9,Kiracı Oturuyor,21 Temmuz 2023,Konut,135 M2,3+1,7.Kat,Merkezi Doğalgaz,1.350.000TL,Kayseri - Kocasinan - Osmangazi Mahallesi,,,
131,13599600,21 Temmuz 2023,Satılık,175 M2,0 (Yeni),12,Boş,21 Temmuz 2023,Konut,145 M2,3+1,5.Kat,Merkezi (Pay Ölçer),1.850.000TL,Kayseri - Melikgazi - Yeşilyurt Mahallesi,,,
132,13599485,29 Temmuz 2023,Satılık,130 M2,0 (Yeni),10,Boş,21 Temmuz 2023,Konut,100 M2,3+0,4.Kat,Merkezi (Pay Ölçer),1.700.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,,,
133,13598721,22 Temmuz 2023,Satılık,130 M2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,21 Temmuz 2023,Konut,120 M2,2+1,2.Kat,Kombi Doğalgaz,1.200.000TLarrow_downward%8,Kayseri - Kocasinan - Sahabiye Mahallesi,,,
134,13598428,26 Temmuz 2023,Satılık,175 M2,2,14,Mülk Sahibi Oturuyor,21 Temmuz 2023,Konut,135 M2,3+1,8.Kat,Merkezi (Pay Ölçer),2.075.000TL,Kayseri - Melikgazi - Bahçelievler Mahallesi,,,
135,13598293,28 Temmuz 2023,Satılık,120 M2,21 Ve Üzeri,3,Kiracı Oturuyor,21 Temmuz 2023,Konut,100 M2,2+1,1.Kat,Kombi Doğalgaz,1.250.000TL,Kayseri - Melikgazi - Aydınlıkevler Mahallesi,,,
136,13596990,27 Temmuz 2023,Satılık,175 M2,0 (Yeni),12,Boş,21 Temmuz 2023,Konut,135 M2,3+1,6.Kat,Merkezi (Pay Ölçer),1.850.000TL,Kayseri - Melikgazi - Tavlusun Mahallesi,,,
137,13596756,25 Temmuz 2023,Satılık,185 M2,0 (Yeni),14,Boş,21 Temmuz 2023,Konut,138 M2,3.5+1,3.Kat,Merkezi Doğalgaz,2.349.000TL,Kayseri - Kocasinan - Zümrüt Mahallesi,,,
138,13596671,21 Temmuz 2023,Satılık,170 M2,0 (Yeni),11,Boş,20 Temmuz 2023,Konut,130 M2,3+1,4.Kat,Merkezi Doğalgaz,2.249.000TL,Kayseri - Kocasinan - Zümrüt Mahallesi,,,
139,13595426,30 Temmuz 2023,Satılık,165 M2,5-10,14,Boş,20 Temmuz 2023,Konut,145 M2,3+1,13.Kat,Merkezi Doğalgaz,1.485.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,
140,13595158,26 Temmuz 2023,Satılık,175 M2,5-10,12,Kiracı Oturuyor,20 Temmuz 2023,Konut,140 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1.650.000TL,Kayseri - Kocasinan - Mithatpaşa Mahallesi,,,
141,13593272,20 Temmuz 2023,Satılık,175 M2,0 (Yeni),5,Kiracı Oturuyor,20 Temmuz 2023,Konut,140 M2,3+1,1.Kat,Merkezi Doğalgaz,1.960.000TL,Kayseri - Melikgazi - Şirintepe Mahallesi,,,
142,13592513,20 Temmuz 2023,Satılık,265 M2,5-10,14,Boş,20 Temmuz 2023,Konut,230 M2,4+1,8.Kat,Merkezi (Pay Ölçer),7.850.000TL,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,,,
143,13592430,27 Temmuz 2023,Satılık,85 M2,0 (Yeni),9,Boş,20 Temmuz 2023,Konut,70 M2,2+1,Yüksek Giriş,Merkezi (Pay Ölçer),1.090.000TL,Kayseri - Kocasinan - Şeker Mahallesi,,,
144,13591735,20 Temmuz 2023,Satılık,175 M2,21 Ve Üzeri,2,Mülk Sahibi Oturuyor,20 Temmuz 2023,Konut,165 M2,3+1,1.Kat,Kombi Doğalgaz,1.250.000TL,Kayseri - Melikgazi - Osman Kavuncu Mahallesi,,,
145,13591117,20 Temmuz 2023,Satılık,130 M2,5-10,14,Kiracı Oturuyor,20 Temmuz 2023,Konut,100 M2,2+1,11.Kat,Merkezi Doğalgaz,1.465.000TL,Kayseri - Melikgazi - Yeşilyurt Mahallesi,,,
146,13591011,21 Temmuz 2023,Satılık,75 M2,5-10,3,Kiracı Oturuyor,20 Temmuz 2023,Konut,65 M2,2+1,3.Kat,Merkezi (Pay Ölçer),760.000TLarrow_downward%4,Kayseri - Melikgazi - Demokrasi Mahallesi,,,
147,13590613,21 Temmuz 2023,Satılık,175 M2,5-10,11,Mülk Sahibi Oturuyor,20 Temmuz 2023,Konut,155 M2,3+1,6.Kat,Merkezi Doğalgaz,1.485.000TL,Kayseri - Melikgazi - Gökkent Mahallesi,,,
148,13590534,20 Temmuz 2023,Satılık,300 M2,21 Ve Üzeri,2,Boş,20 Temmuz 2023,Konut,250 M2,3+1,Düz Giriş,Sobalı,2.695.000TL,Kayseri - Melikgazi - Kıranardı Mahallesi,Krediye Uygun Değil,,
149,13590531,20 Temmuz 2023,Satılık,165 M2,11-15,8,Mülk Sahibi Oturuyor,20 Temmuz 2023,Konut,135 M2,3+1,5.Kat,Kombi Doğalgaz,1.575.000TL,Kayseri - Melikgazi - Demokrasi Mahallesi,,,
150,13590530,20 Temmuz 2023,Satılık,155 M2,5-10,7,Boş,20 Temmuz 2023,Konut,130 M2,3+1,6.Kat,Merkezi Doğalgaz,1.550.000TL,Kayseri - Melikgazi - Keykubat Mahallesi,,,
151,13590529,20 Temmuz 2023,Satılık,170 M2,0 (Yeni),11,Boş,20 Temmuz 2023,Konut,130 M2,3+1,2.Kat,Merkezi Doğalgaz,2.250.000TL,Kayseri - Kocasinan - Hoca Ahmet Yesevi Mahallesi,,,
152,13590386,20 Temmuz 2023,Satılık,210 M2,5-10,13,Boş,20 Temmuz 2023,Konut,160 M2,4+1,13.Kat,Merkezi (Pay Ölçer),3.440.000TL,Kayseri - Kocasinan - Yakut Mahallesi,Krediye Uygun Değil,,
153,13590324,21 Temmuz 2023,Satılık,175 M2,0 (Yeni),10,Boş,19 Temmuz 2023,Konut,132 M2,3+1,5.Kat,Merkezi Doğalgaz,1.799.000TL,Kayseri - Melikgazi - Anbar Mahallesi,,,
154,13590301,21 Temmuz 2023,Satılık,210 M2,5-10,14,Boş,19 Temmuz 2023,Konut,165 M2,4+1,5.Kat,Merkezi Doğalgaz,2.990.000TL,Kayseri - Kocasinan - Barbaros Mahallesi,,,
155,13590083,29 Temmuz 2023,Satılık,95 M2,3,17,Kiracı Oturuyor,19 Temmuz 2023,Konut,70 M2,2+1,4.Kat,Merkezi Doğalgaz,1.790.000TL,Kayseri - Kocasinan - Sahabiye Mahallesi,,,
156,13590051,20 Temmuz 2023,Satılık,170 M2,5-10,9,Kiracı Oturuyor,19 Temmuz 2023,Konut,130 M2,3+1,1.Kat,Merkezi Doğalgaz,1.460.000TL,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,,,
157,13589147,19 Temmuz 2023,Satılık,170 M2,2,17,Kiracı Oturuyor,19 Temmuz 2023,Konut,130 M2,3+1,5.Kat,Merkezi Doğalgaz,2.095.000TL,Kayseri - Kocasinan - Sahabiye Mahallesi,,,
158,13589115,19 Temmuz 2023,Satılık,537 M2,4,2,Boş,19 Temmuz 2023,Konut,190 M2,4.5+1,Bahçe Dublex,Kombi Doğalgaz,5.150.000TL,Kayseri - Melikgazi - Altınoluk Mahallesi,,,
159,13589080,19 Temmuz 2023,Satılık,240 M2,4,14,Boş,19 Temmuz 2023,Konut,183 M2,4+1,13.Kat,Merkezi (Pay Ölçer),5.750.000TL,Kayseri - Kocasinan - Uğurevler Mahallesi,Krediye Uygun Değil,,
160,13588588,29 Temmuz 2023,Satılık,165 M2,0 (Yeni),14,Boş,19 Temmuz 2023,Konut,135 M2,3+1,2.Kat,Merkezi (Pay Ölçer),1.970.000TL,Kayseri - Kocasinan - Zümrüt Mahallesi,,,
161,13586858,19 Temmuz 2023,Satılık,270 M2,4,3,Boş,19 Temmuz 2023,Konut,250 M2,8+1,Villa Tipi,Kombi Doğalgaz,12.500.000TL,Kayseri - Melikgazi - Becen Mahallesi,,,
162,13586613,27 Temmuz 2023,Satılık,175 M2,5-10,6,Mülk Sahibi Oturuyor,19 Temmuz 2023,Konut,135 M2,3+1,5.Kat,Merkezi (Pay Ölçer),1.975.000TL,Kayseri - Melikgazi - Kazımkarabekir Mahallesi,,,
163,13585377,19 Temmuz 2023,Satılık,205 M2,21 Ve Üzeri,15,Mülk Sahibi Oturuyor,19 Temmuz 2023,Konut,170 M2,4+1,6.Kat,Merkezi (Pay Ölçer),2.480.000TL,Kayseri - Kocasinan - Yakut Mahallesi,Krediye Uygun Değil,,
164,13584868,25 Temmuz 2023,Satılık,110 M2,11-15,11,Boş,19 Temmuz 2023,Konut,90 M2,2.5+1,8.Kat,Merkezi Doğalgaz,1.295.000TL,Kayseri - Melikgazi - Kazımkarabekir Mahallesi,,,
165,13584768,21 Temmuz 2023,Satılık,135 M2,4,10,Kiracı Oturuyor,19 Temmuz 2023,Konut,115 M2,2+1,6.Kat,Merkezi (Pay Ölçer),1.275.000TLarrow_downward%9,Kayseri - Melikgazi - Battalgazi Mahallesi,,,
166,13583809,18 Temmuz 2023,Satılık,185 M2,5-10,12,Mülk Sahibi Oturuyor,18 Temmuz 2023,Konut,145 M2,3+1,9.Kat,Merkezi (Pay Ölçer),1.325.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,Krediye Uygun Değil,,
167,13582713,18 Temmuz 2023,Satılık,110 M2,5-10,11,Boş,18 Temmuz 2023,Konut,90 M2,2.5+1,8.Kat,Merkezi Doğalgaz,1.295.000TL,Kayseri - Melikgazi - Kazımkarabekir Mahallesi,,,
168,13580320,18 Temmuz 2023,Satılık,120 M2,0 (Yeni),12,Boş,18 Temmuz 2023,Konut,110 M2,2+1,5.Kat,Merkezi (Pay Ölçer),300.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,Bilinmiyor,,
169,13580283,19 Temmuz 2023,Satılık,145 M2,11-15,10,Boş,18 Temmuz 2023,Konut,125 M2,3+1,9.Kat,Merkezi Doğalgaz,1.190.000TL,Kayseri - Melikgazi - Tınaztepe Mahallesi,,,
170,13579430,29 Temmuz 2023,Satılık,165 M2,4,11,Boş,18 Temmuz 2023,Konut,130 M2,3+1,10.Kat,Merkezi Doğalgaz,1.650.000TL,Kayseri - Melikgazi - Bahçelievler Mahallesi,,,
171,13579220,29 Temmuz 2023,Satılık,165 M2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,18 Temmuz 2023,Konut,135 M2,3+1,4.Kat,Merkezi Doğalgaz,1.350.000TL,Kayseri - Melikgazi - Osman Kavuncu Mahallesi,,,
172,13578438,27 Temmuz 2023,Satılık,115 M2,5-10,2,Boş,17 Temmuz 2023,Konut,95 M2,1 Oda,Düz Giriş,Isıtma Yok,1.130.000TL,Kayseri - Melikgazi - Esenyurt Mahallesi,Bilinmiyor,,
173,13577883,17 Temmuz 2023,Satılık,110 M2,0 (Yeni),5,Boş,17 Temmuz 2023,Konut,90 M2,2+1,3.Kat,Merkezi (Pay Ölçer),1.400.000TL,Kayseri - Kocasinan - Oymaağaç Mahallesi,,,
174,13577881,17 Temmuz 2023,Satılık,130 M2,16-20,15,Mülk Sahibi Oturuyor,17 Temmuz 2023,Konut,110 M2,3+1,14.Kat,Merkezi Doğalgaz,965.000TL,Kayseri - Melikgazi - Şirintepe Mahallesi,,,
175,13577332,17 Temmuz 2023,Satılık,180 M2,5-10,8,Kiracı Oturuyor,17 Temmuz 2023,Konut,150 M2,3+1,1.Kat,Merkezi Doğalgaz,1.550.000TL,Kayseri - Kocasinan - Sancaktepe Mahallesi,,,
176,13576731,17 Temmuz 2023,Satılık,550 M2,11-15,3,Boş,17 Temmuz 2023,Konut,500 M2,7+1,Villa Tipi,Kombi Doğalgaz,22.750.000TL,Kayseri - Melikgazi - Erenköy Mahallesi,Krediye Uygun Değil,,
177,13575626,17 Temmuz 2023,Satılık,190 M2,5-10,12,Mülk Sahibi Oturuyor,17 Temmuz 2023,Konut,180 M2,3+1,11.Kat,Merkezi (Pay Ölçer),1.550.000TL,Kayseri - Melikgazi - Bahçelievler Mahallesi,,,
178,13575220,17 Temmuz 2023,Satılık,330 M2,0 (Yeni),3,Boş,17 Temmuz 2023,Konut,270 M2,6+2,Bahçe Dublex,Yerden Isıtma,15.500.000TL,Kayseri - Melikgazi - Erenköy Mahallesi,,,
179,13574378,17 Temmuz 2023,Satılık,175 M2,0 (Yeni),12,Boş,17 Temmuz 2023,Konut,135 M2,3+1,5.Kat,Merkezi Doğalgaz,1.850.000TL,Kayseri - Melikgazi - Mimarsinan Mahallesi,,,
180,13573938,17 Temmuz 2023,Satılık,130 M2,21 Ve Üzeri,7,Kiracı Oturuyor,17 Temmuz 2023,Konut,100 M2,3+1,Yüksek Giriş,Kombi Doğalgaz,780.000TL,Kayseri - Melikgazi - Tınaztepe Mahallesi,,,
181,13571507,16 Temmuz 2023,Satılık,110 M2,0 (Yeni),9,Boş,16 Temmuz 2023,Konut,85 M2,2+1,4.Kat,Merkezi Doğalgaz,295.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,,,
182,13570896,27 Temmuz 2023,Satılık,180 M2,0 (Yeni),14,Boş,16 Temmuz 2023,Konut,165 M2,3+1,11.Kat,Merkezi Doğalgaz,1.850.000TL,Kayseri - Melikgazi - Tınaztepe Mahallesi,,,
183,13570748,16 Temmuz 2023,Satılık,100 M2,0 (Yeni),9,Boş,16 Temmuz 2023,Konut,80 M2,2+1,4.Kat,Kombi Doğalgaz,1.345.000TL,Kayseri - Kocasinan - Şeker Mahallesi,,,
184,13570667,15 Temmuz 2023,Satılık,95 M2,11-15,9,Boş,15 Temmuz 2023,Konut,75 M2,1+1,8.Kat,Kombi Doğalgaz,825.000TL,Kayseri - Melikgazi - Selçuklu Mahallesi,,,
185,13570621,27 Temmuz 2023,Satılık,155 M2,5-10,10,Kiracı Oturuyor,15 Temmuz 2023,Konut,145 M2,3+1,3.Kat,Merkezi Doğalgaz,1.800.000TL,Kayseri - Melikgazi - Anbar Mahallesi,,,
186,13567861,15 Temmuz 2023,Satılık,165 M2,5-10,10,Mülk Sahibi Oturuyor,15 Temmuz 2023,Konut,125 M2,3+1,4.Kat,Merkezi Doğalgaz,1.580.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,,,
187,13567710,28 Temmuz 2023,Satılık,350 M2,5-10,1,Boş,15 Temmuz 2023,Konut,60 M2,1.5+1,Villa Tipi,Güneş Enerjisi,2.250.000TL,Kayseri - Melikgazi - Becen Mahallesi,,,
188,13567491,29 Temmuz 2023,Satılık,160 M2,0 (Yeni),6,Boş,15 Temmuz 2023,Konut,115 M2,3+1,1.Kat,Kombi Doğalgaz,1.700.000TL,Kayseri - Melikgazi - Hürriyet Mahallesi,,,
189,13566201,17 Temmuz 2023,Satılık,380 M2,3,2,Mülk Sahibi Oturuyor,15 Temmuz 2023,Konut,320 M2,6+1,Düz Giriş,Kombi Doğalgaz,13.750.000TL,Kayseri - Melikgazi - Becen Mahallesi,,,
190,13565625,28 Temmuz 2023,Satılık,210 M2,16-20,10,Mülk Sahibi Oturuyor,14 Temmuz 2023,Konut,170 M2,3+1,2.Kat,Merkezi (Pay Ölçer),3.050.000TL,Kayseri - Melikgazi - Alpaslan Mahallesi,,,
191,13565622,29 Temmuz 2023,Satılık,120 M2,5-10,14,Kiracı Oturuyor,14 Temmuz 2023,Konut,100 M2,2+1,11.Kat,Merkezi Doğalgaz,1.470.000TLarrow_downward%4,Kayseri - Melikgazi - Yeşilyurt Mahallesi,,,
192,13564048,14 Temmuz 2023,Satılık,175 M2,5-10,11,Mülk Sahibi Oturuyor,14 Temmuz 2023,Konut,150 M2,3+1,6.Kat,Merkezi (Pay Ölçer),1.530.000TL,Kayseri - Melikgazi - Demokrasi Mahallesi,Bilinmiyor,,
193,13563764,24 Temmuz 2023,Satılık,175 M2,5-10,12,Mülk Sahibi Oturuyor,14 Temmuz 2023,Konut,150 M2,3+1,9.Kat,Merkezi Doğalgaz,3.500.000TL,Kayseri - Melikgazi - Köşk Mahallesi,,,
194,13563253,14 Temmuz 2023,Satılık,100 M2,16-20,8,Kiracı Oturuyor,14 Temmuz 2023,Konut,80 M2,3+1,2.Kat,Merkezi (Pay Ölçer),910.000TL,Kayseri - Melikgazi - Anafartalar Mahallesi,Bilinmiyor,,
195,13563081,14 Temmuz 2023,Satılık,125 M2,16-20,15,Kiracı Oturuyor,14 Temmuz 2023,Konut,100 M2,3+1,5.Kat,Merkezi (Pay Ölçer),920.000TL,Kayseri - Melikgazi - Şirintepe Mahallesi,Bilinmiyor,,
196,13561560,24 Temmuz 2023,Satılık,165 M2,21 Ve Üzeri,2,Mülk Sahibi Oturuyor,14 Temmuz 2023,Konut,150 M2,3+1,Bahçe Katı,Sobalı,1.725.000TL,Kayseri - Kocasinan - Saraycık Mahallesi,Krediye Uygun Değil,,
197,13561470,17 Temmuz 2023,Satılık,165 M2,4,12,Mülk Sahibi Oturuyor,14 Temmuz 2023,Konut,135 M2,3+1,5.Kat,Merkezi Doğalgaz,1.650.000TLarrow_downward%90,Kayseri - Kocasinan - Erkilet Mahallesi,,,
198,13561352,14 Temmuz 2023,Satılık,645 M2,21 Ve Üzeri,1,Boş,14 Temmuz 2023,Konut,640 M2,1+1,Düz Giriş,Sobalı,945.000TL,Kayseri - Kocasinan - Saraycık Mahallesi,Krediye Uygun Değil,,
199,13561343,14 Temmuz 2023,Satılık,165 M2,2,6,Mülk Sahibi Oturuyor,14 Temmuz 2023,Konut,135 M2,3+1,6.Kat,Merkezi (Pay Ölçer),1.600.000TL,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,,,
200,13561223,17 Temmuz 2023,Satılık,285 M2,3,3,Mülk Sahibi Oturuyor,14 Temmuz 2023,Konut,200 M2,9+ Oda,3.Kat,Kombi Doğalgaz,15.000.000TLarrow_downward%6,Kayseri - Melikgazi - Erenköy Mahallesi,,,
201,13561152,14 Temmuz 2023,Satılık,240 M2,0 (Yeni),3,Boş,14 Temmuz 2023,Konut,185 M2,5+1,Müstakil.Kat,Kombi Doğalgaz,6.500.000TL,Kayseri - Melikgazi - Eğribucak Mahallesi,,,
202,13560572,14 Temmuz 2023,Satılık,175 M2,0 (Yeni),9,Boş,14 Temmuz 2023,Konut,145 M2,3+1,2.Kat,Merkezi (Pay Ölçer),2.550.000TL,Kayseri - Melikgazi - Altınoluk Mahallesi,,,
203,13559948,18 Temmuz 2023,Satılık,150 M2,5-10,9,Kiracı Oturuyor,13 Temmuz 2023,Konut,130 M2,3+1,8.Kat,Merkezi Doğalgaz,1.350.000TL,Kayseri - Kocasinan - Ahi Evran Mahallesi,,,
204,13559570,19 Temmuz 2023,Satılık,230 M2,3,4,Boş,13 Temmuz 2023,Konut,200 M2,4+1,4.Kat,Merkezi (Pay Ölçer),2.350.000TL,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Krediye Uygun Değil,,
205,13559559,25 Temmuz 2023,Satılık,125 M2,1,14,Boş,13 Temmuz 2023,Konut,100 M2,2.5+1,8.Kat,Merkezi (Pay Ölçer),1.750.000TL,Kayseri - Kocasinan - Ziyagökalp Mahallesi,Bilinmiyor,,
206,13559042,24 Temmuz 2023,Satılık,185 M2,2,14,Boş,13 Temmuz 2023,Konut,145 M2,3.5+1,7.Kat,Merkezi (Pay Ölçer),2.295.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,,,
207,13558912,29 Temmuz 2023,Satılık,85 M2,11-15,6,Mülk Sahibi Oturuyor,13 Temmuz 2023,Konut,80 M2,2+1,3.Kat,Kombi Doğalgaz,1.065.000TL,Kayseri - Melikgazi - Demokrasi Mahallesi,,,
208,13558567,13 Temmuz 2023,Satılık,180 M2,5-10,8,Kiracı Oturuyor,13 Temmuz 2023,Konut,135 M2,3+1,7.Kat,Kombi Doğalgaz,1.545.000TL,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,,,
209,13558068,13 Temmuz 2023,Satılık,150 M2,1,12,Mülk Sahibi Oturuyor,13 Temmuz 2023,Konut,130 M2,3+1,8.Kat,Merkezi (Pay Ölçer),1.440.000TL,Kayseri - Kocasinan - Beyazşehir Mahallesi,,,
210,13554363,13 Temmuz 2023,Satılık,175 M2,1,10,Boş,13 Temmuz 2023,Konut,138 M2,3+1,2.Kat,Merkezi (Pay Ölçer),1.755.000TL,Kayseri - Kocasinan - Hoca Ahmet Yesevi Mahallesi,,,
211,13553656,12 Temmuz 2023,Satılık,280 M2,0 (Yeni),14,Boş,12 Temmuz 2023,Konut,260 M2,4+1,2.Kat,Merkezi (Pay Ölçer),8.500.000TL,Kayseri - Melikgazi - Gültepe Mahallesi,,,
212,13552947,29 Temmuz 2023,Satılık,220 M2,0 (Yeni),2,Boş,12 Temmuz 2023,Konut,160 M2,3.5+1,Villa Tipi,Kombi Doğalgaz,6.750.000TL,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,
213,13552030,12 Temmuz 2023,Satılık,165 M2,11-15,9,Boş,12 Temmuz 2023,Konut,130 M2,3+1,8.Kat,Merkezi (Pay Ölçer),1.250.000TL,Kayseri - Melikgazi - Tınaztepe Mahallesi,,,
214,13550774,12 Temmuz 2023,Satılık,280 M2,0 (Yeni),14,Boş,12 Temmuz 2023,Konut,260 M2,4+1,7.Kat,Merkezi (Pay Ölçer),9.250.000TL,Kayseri - Melikgazi - Gültepe Mahallesi,,,
215,13550352,14 Temmuz 2023,Satılık,265 M2,0 (Yeni),12,Boş,12 Temmuz 2023,Konut,240 M2,5+1,5.Kat,Merkezi (Pay Ölçer),7.500.000TL,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,,,
216,13549909,12 Temmuz 2023,Satılık,155 M2,5-10,9,Kiracı Oturuyor,12 Temmuz 2023,Konut,135 M2,3+1,3.Kat,Kombi Doğalgaz,1.495.000TL,Kayseri - Melikgazi - Esenyurt Mahallesi,,,
217,13549718,12 Temmuz 2023,Satılık,160 M2,0 (Yeni),12,Boş,12 Temmuz 2023,Konut,130 M2,3+1,10.Kat,Merkezi (Pay Ölçer),850.000TL,Kayseri - Melikgazi - Yeşilyurt Mahallesi,,,
