Unnamed: 0,İlan Numarası,İlan Güncelleme Tarihi,Kategorisi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,İlan Oluşturma Tarihi,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,House Price,House Location,Krediye Uygunluk,Yatırıma Uygunluk,Yapı Durumu,Şehir,İlçe,Mahalle
883,13063834,04 Temmuz 2023,Satılık,85 M2,16-20,3,Kiracı Oturuyor,14 Nisan 2023,Konut,65 M2,2+1,2.Kat,Merkezi Doğalgaz,739000,Kayseri - Melikgazi - Demokrasi Mahallesi,,,,Kayseri,Melikgazi,Demokrasi Mahallesi
884,13063833,09 Mayıs 2023,Satılık,140 M2,21 Ve Üzeri,5,Kiracı Oturuyor,14 Nisan 2023,Konut,130 M2,3+1,3.Kat,Sobalı,775000,Kayseri - Melikgazi - Cumhuriyet Mahallesi,,,,Kayseri,Melikgazi,Cumhuriyet Mahallesi
885,13063831,05 Haziran 2023,Satılık,185 M2,0 (Yeni),12,Boş,14 Nisan 2023,Konut,150 M2,4+1,1.Kat,Merkezi (Pay Ölçer),2300000,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,,,,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
886,13063829,09 Temmuz 2023,Satılık,140 M2,11-15,9,Kiracı Oturuyor,14 Nisan 2023,Konut,120 M2,3+1,9.Kat,Merkezi Doğalgaz,1200000,Kayseri - Kocasinan - Ahi Evran Mahallesi,,,,Kayseri,Kocasinan,Ahi Evran Mahallesi
887,13063825,23 Haziran 2023,Satılık,155 M2,0 (Yeni),76,Boş,14 Nisan 2023,Konut,110 M2,3+1,7.Kat,Kombi Doğalgaz,1300000,Kayseri - Melikgazi - Şirintepe Mahallesi,,,,Kayseri,Melikgazi,Şirintepe Mahallesi
888,13063822,08 Temmuz 2023,Satılık,160 M2,11-15,12,Kiracı Oturuyor,14 Nisan 2023,Konut,132 M2,3+1,1.Kat,Merkezi (Pay Ölçer),1325000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,,,,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
889,13060413,06 Temmuz 2023,Satılık,280 M2,21 Ve Üzeri,2,Boş,13 Nisan 2023,Konut,250 M2,6+2,Yüksek Giriş,Kombi Doğalgaz,2150000,Kayseri - Kocasinan - Yeni Mahallesi,,,,Kayseri,Kocasinan,Yeni Mahallesi
890,13057217,12 Haziran 2023,Satılık,200 M2,5-10,6,Mülk Sahibi Oturuyor,13 Nisan 2023,Konut,185 M2,3+1,1.Kat,Kombi Doğalgaz,1400000,Kayseri - Melikgazi - Tavlusun Mahallesi,,,,Kayseri,Melikgazi,Tavlusun Mahallesi
891,13056021,19 Haziran 2023,Satılık,260 M2,11-15,14,Boş,13 Nisan 2023,Konut,220 M2,4.5+1,10.Kat,Merkezi (Pay Ölçer),4600000,Kayseri - Melikgazi - Alpaslan Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Alpaslan Mahallesi
892,13056020,19 Haziran 2023,Satılık,710 M2,0 (Yeni),2,Boş,13 Nisan 2023,Konut,210 M2,5+1,Düz Giriş,Kombi Doğalgaz,6000000,Kayseri - Melikgazi - Gesi Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Gesi Mahallesi
893,13056016,19 Haziran 2023,Satılık,165 M2,0 (Yeni),9,Boş,13 Nisan 2023,Konut,115 M2,3.5+1,4.Kat,Merkezi (Pay Ölçer),2200000,Kayseri - Kocasinan - Sancaktepe Mahallesi,Krediye Uygun Değil,,,Kayseri,Kocasinan,Sancaktepe Mahallesi
894,13053024,29 Temmuz 2023,Satılık,165 M2,5-10,9,Mülk Sahibi Oturuyor,12 Nisan 2023,Konut,135 M2,3+1,5.Kat,Kombi Doğalgaz,1250000,Kayseri - Kocasinan - Ertuğrul Gazi Mahallesi,,,,Kayseri,Kocasinan,Ertuğrul Gazi Mahallesi
895,13047706,08 Haziran 2023,Satılık,220 M2,11-15,12,Mülk Sahibi Oturuyor,12 Nisan 2023,Konut,185 M2,4+1,9.Kat,Merkezi Doğalgaz,2999000,Kayseri - Melikgazi - Alpaslan Mahallesi,,,,Kayseri,Melikgazi,Alpaslan Mahallesi
896,13047436,16 Haziran 2023,Satılık,160 M2,5-10,10,Kiracı Oturuyor,12 Nisan 2023,Konut,140 M2,3+1,4.Kat,Merkezi (Pay Ölçer),1650000,Kayseri - Melikgazi - Kazımkarabekir Mahallesi,,,,Kayseri,Melikgazi,Kazımkarabekir Mahallesi
897,13045485,08 Haziran 2023,Satılık,360 M2,5-10,2,Boş,11 Nisan 2023,Konut,300 M2,5+1,Düz Giriş,Kombi Doğalgaz,14900000,Kayseri - Melikgazi - Eğribucak Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Eğribucak Mahallesi
898,13037561,22 Haziran 2023,Satılık,280 M2,5-10,14,Kiracı Oturuyor,10 Nisan 2023,Konut,260 M2,4+1,8.Kat,Merkezi (Pay Ölçer),4100000,Kayseri - Melikgazi - Köşk Mahallesi,,,,Kayseri,Melikgazi,Köşk Mahallesi
899,13032657,10 Temmuz 2023,Satılık,135 M2,0 (Yeni),7,Boş,10 Nisan 2023,Konut,115 M2,3+1,Düz Giriş,Kombi Doğalgaz,1500000,Kayseri - Kocasinan - Yavuzlar Mahallesi,,,,Kayseri,Kocasinan,Yavuzlar Mahallesi
900,13032641,10 Temmuz 2023,Satılık,185 M2,2,12,Mülk Sahibi Oturuyor,10 Nisan 2023,Konut,156 M2,3+1,1.Kat,Merkezi (Pay Ölçer),2175000,Kayseri - Kocasinan - Yenidoğan Mahallesi,,,,Kayseri,Kocasinan,Yenidoğan Mahallesi
901,13028530,24 Haziran 2023,Satılık,606 M2,0 (Yeni),1,Boş,08 Nisan 2023,Konut,60 M2,Stüdyo,Villa Tipi,Isıtma Yok,1500000,Kayseri - Kocasinan - Boyacı Mahallesi,,,,Kayseri,Kocasinan,Boyacı Mahallesi
902,13024024,04 Temmuz 2023,Satılık,165 M2,0 (Yeni),14,Boş,07 Nisan 2023,Konut,115 M2,2+1,3.Kat,Merkezi Doğalgaz,197000,Kayseri - Kocasinan - Cırgalan Mahallesi,Bilinmiyor,,,Kayseri,Kocasinan,Cırgalan Mahallesi
903,13016105,20 Temmuz 2023,Satılık,420 M2,16-20,2,Mülk Sahibi Oturuyor,05 Nisan 2023,Konut,360 M2,7+1,Müstakil.Kat,Sobalı,9950000,Kayseri - Melikgazi - Erenköy Mahallesi,Bilinmiyor,,,Kayseri,Melikgazi,Erenköy Mahallesi
904,12997516,29 Mayıs 2023,Satılık,600 M2,0 (Yeni),2,Boş,31 Mart 2023,Konut,450 M2,5+2,Villa Tipi,Kombi Doğalgaz,8999000,Kayseri - Melikgazi - Eğribucak Mahallesi,,,,Kayseri,Melikgazi,Eğribucak Mahallesi
905,12993206,20 Haziran 2023,Satılık,170 M2,21 Ve Üzeri,4,Boş,31 Mart 2023,Konut,120 M2,3+1,3.Kat,Merkezi Doğalgaz,739000,Kayseri - Melikgazi - Kılıçaslan Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Kılıçaslan Mahallesi
906,12979129,09 Temmuz 2023,Satılık,190 M2,0 (Yeni),15,Boş,29 Mart 2023,Konut,170 M2,4+1,6.Kat,Merkezi Doğalgaz,2650000,Kayseri - Kocasinan - Ziyagökalp Mahallesi,,,,Kayseri,Kocasinan,Ziyagökalp Mahallesi
907,12978486,23 Haziran 2023,Satılık,400 M2,16-20,4,Mülk Sahibi Oturuyor,28 Mart 2023,Konut,350 M2,9+ Oda,Düz Giriş,Kombi Doğalgaz,3500000,Kayseri - Melikgazi - Hisarcık Mahallesi,,,,Kayseri,Melikgazi,Hisarcık Mahallesi
908,12977381,16 Haziran 2023,Satılık,160 M2,0 (Yeni),6,Boş,28 Mart 2023,Konut,120 M2,3+1,2.Kat,Merkezi (Pay Ölçer),1640000,Kayseri - Kocasinan - Mithatpaşa Mahallesi,Krediye Uygun Değil,,,Kayseri,Kocasinan,Mithatpaşa Mahallesi
909,12977004,08 Temmuz 2023,Satılık,110 M2,0 (Yeni),12,Boş,28 Mart 2023,Konut,90 M2,2+1,3.Kat,Merkezi (Pay Ölçer),292000,Kayseri - Kocasinan - Ahi Evran Mahallesi,Krediye Uygun Değil,,,Kayseri,Kocasinan,Ahi Evran Mahallesi
910,12975684,09 Temmuz 2023,Satılık,190 M2,0 (Yeni),14,Boş,28 Mart 2023,Konut,180 M2,4+1,6.Kat,Merkezi (Pay Ölçer),2650000,Kayseri - Kocasinan - Ziyagökalp Mahallesi,,,,Kayseri,Kocasinan,Ziyagökalp Mahallesi
911,12972557,14 Haziran 2023,Satılık,180 M2,5-10,15,Mülk Sahibi Oturuyor,28 Mart 2023,Konut,140 M2,3+1,7.Kat,Merkezi Doğalgaz,1500000,Kayseri - Kocasinan - Ertuğrul Gazi Mahallesi,Krediye Uygun Değil,,,Kayseri,Kocasinan,Ertuğrul Gazi Mahallesi
912,12970608,27 Temmuz 2023,Satılık,190 M2,0 (Yeni),14,Boş,27 Mart 2023,Konut,150 M2,3+1,10.Kat,Merkezi (Pay Ölçer),1850000,Kayseri - Kocasinan - Hoca Ahmet Yesevi Mahallesi,,,,Kayseri,Kocasinan,Hoca Ahmet Yesevi Mahallesi
913,12960992,14 Haziran 2023,Satılık,155 M2,11-15,9,Kiracı Oturuyor,26 Mart 2023,Konut,125 M2,3+1,2.Kat,Kombi Doğalgaz,1250000,Kayseri - Melikgazi - 30 Ağustos Mahallesi,,,,Kayseri,Melikgazi,30 Ağustos Mahallesi
914,12950219,29 Mayıs 2023,Satılık,165 M2,11-15,10,Kiracı Oturuyor,24 Mart 2023,Konut,135 M2,3+1,3.Kat,Merkezi Doğalgaz,1565000,Kayseri - Melikgazi - Aydınlıkevler Mahallesi,,,,Kayseri,Melikgazi,Aydınlıkevler Mahallesi
915,12947709,02 Temmuz 2023,Satılık,150 M2,11-15,2,Boş,24 Mart 2023,Konut,140 M2,3+1,Düz Giriş,Sobalı,3200000,Kayseri - Melikgazi - Ağırnas Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Ağırnas Mahallesi
916,12946961,27 Temmuz 2023,Satılık,140 M2,21 Ve Üzeri,2,Kiracı Oturuyor,23 Mart 2023,Konut,120 M2,2+1,1.Kat,Kombi Doğalgaz,875000,Kayseri - Kocasinan - Yeni Mahallesi,,,,Kayseri,Kocasinan,Yeni Mahallesi
917,12940694,14 Haziran 2023,Satılık,210 M2,0 (Yeni),14,Boş,23 Mart 2023,Konut,160 M2,4+1,6.Kat,Merkezi (Pay Ölçer),2200000,Kayseri - Kocasinan - Osmangazi Mahallesi,Krediye Uygun Değil,,,Kayseri,Kocasinan,Osmangazi Mahallesi
918,12932384,26 Temmuz 2023,Satılık,155 M2,5-10,13,Boş,22 Mart 2023,Konut,122 M2,3+1,12.Kat,Merkezi Doğalgaz,1550000,Kayseri - Kocasinan - Beyazşehir Mahallesi,,,,Kayseri,Kocasinan,Beyazşehir Mahallesi
919,12927761,23 Mayıs 2023,Satılık,100 M2,2,16,Boş,21 Mart 2023,Konut,85 M2,2+1,16.Kat,Merkezi (Pay Ölçer),1550000,Kayseri - Kocasinan - Sahabiye Mahallesi,Bilinmiyor,,,Kayseri,Kocasinan,Sahabiye Mahallesi
920,12927462,07 Temmuz 2023,Satılık,210 M2,4,14,Boş,21 Mart 2023,Konut,175 M2,3+1,Yüksek Giriş,Merkezi Doğalgaz,2900000,Kayseri - Kocasinan - Barbaros Mahallesi,,,,Kayseri,Kocasinan,Barbaros Mahallesi
921,12924218,22 Mayıs 2023,Satılık,210 M2,0 (Yeni),2,Boş,21 Mart 2023,Konut,190 M2,5+1,Düz Giriş,Kombi Doğalgaz,5850000,Kayseri - Melikgazi - Gesi Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Gesi Mahallesi
922,12924215,29 Mayıs 2023,Satılık,210 M2,0 (Yeni),13,Boş,21 Mart 2023,Konut,155 M2,4+1,1.Kat,Merkezi Doğalgaz,2250000,Kayseri - Kocasinan - Saray Bosna Mahallesi,Krediye Uygun Değil,,,Kayseri,Kocasinan,Saray Bosna Mahallesi
923,12922862,19 Haziran 2023,Satılık,200 M2,5-10,14,Boş,20 Mart 2023,Konut,180 M2,4+1,9.Kat,Merkezi (Pay Ölçer),2600000,Kayseri - Kocasinan - Barbaros Mahallesi,Krediye Uygun Değil,,,Kayseri,Kocasinan,Barbaros Mahallesi
924,12918437,07 Haziran 2023,Satılık,330 M2,5-10,8,Boş,20 Mart 2023,Konut,250 M2,6+1,8.Kat,Merkezi (Pay Ölçer),7750000,Kayseri - Kocasinan - Yıldızevler Mahallesi,,,,Kayseri,Kocasinan,Yıldızevler Mahallesi
925,12918408,08 Temmuz 2023,Satılık,165 M2,5-10,12,Mülk Sahibi Oturuyor,20 Mart 2023,Konut,125 M2,3+1,2.Kat,Merkezi (Pay Ölçer),1475000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
926,12918392,16 Haziran 2023,Satılık,155 M2,2,13,Boş,20 Mart 2023,Konut,105 M2,3+1,13.Kat,Merkezi (Pay Ölçer),1750000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,,,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
927,12908144,09 Haziran 2023,Satılık,160 M2,3,8,Mülk Sahibi Oturuyor,17 Mart 2023,Konut,130 M2,3+1,5.Kat,Kombi Doğalgaz,1675000,Kayseri - Melikgazi - Battalgazi Mahallesi,,,,Kayseri,Melikgazi,Battalgazi Mahallesi
928,12900068,24 Temmuz 2023,Satılık,205 M2,16-20,9,Mülk Sahibi Oturuyor,16 Mart 2023,Konut,195 M2,4+1,8.Kat,Merkezi Doğalgaz,3450000,Kayseri - Kocasinan - Erciyesevler Mahallesi,,,,Kayseri,Kocasinan,Erciyesevler Mahallesi
929,12896061,30 Temmuz 2023,Satılık,170 M2,5-10,12,Kiracı Oturuyor,16 Mart 2023,Konut,160 M2,3+1,10.Kat,Merkezi (Pay Ölçer),1600000,Kayseri - Kocasinan - Beyazşehir Mahallesi,,,,Kayseri,Kocasinan,Beyazşehir Mahallesi
930,12893627,14 Haziran 2023,Satılık,180 M2,5-10,12,Mülk Sahibi Oturuyor,15 Mart 2023,Konut,140 M2,3+1,7.Kat,Merkezi (Pay Ölçer),1500000,Kayseri - Kocasinan - Ertuğrul Gazi Mahallesi,,,,Kayseri,Kocasinan,Ertuğrul Gazi Mahallesi
931,12892846,06 Temmuz 2023,Satılık,185 M2,5-10,14,Mülk Sahibi Oturuyor,15 Mart 2023,Konut,165 M2,3+1,8.Kat,Merkezi Doğalgaz,1750000,Kayseri - Kocasinan - Argıncık Mahallesi,,,,Kayseri,Kocasinan,Argıncık Mahallesi
932,12888010,23 Mayıs 2023,Satılık,270 M2,5-10,3,Mülk Sahibi Oturuyor,15 Mart 2023,Konut,250 M2,6+1,Düz Giriş,Kombi Doğalgaz,11500000,Kayseri - Melikgazi - Erenköy Mahallesi,,,,Kayseri,Melikgazi,Erenköy Mahallesi
933,12881783,17 Mayıs 2023,Satılık,185 M2,2,9,Kiracı Oturuyor,14 Mart 2023,Konut,140 M2,3+1,9.Kat,Merkezi (Pay Ölçer),1800000,Kayseri - Kocasinan - Osmangazi Mahallesi,,,,Kayseri,Kocasinan,Osmangazi Mahallesi
934,12873591,10 Haziran 2023,Satılık,260 M2,21 Ve Üzeri,14,Boş,12 Mart 2023,Konut,230 M2,4+1,10.Kat,Merkezi Doğalgaz,2950000,Kayseri - Melikgazi - Alpaslan Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Alpaslan Mahallesi
935,12868367,08 Haziran 2023,Satılık,165 M2,0 (Yeni),12,Boş,11 Mart 2023,Konut,135 M2,3+1,5.Kat,Merkezi (Pay Ölçer),165000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,,,,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
936,12868366,08 Haziran 2023,Satılık,130 M2,0 (Yeni),12,Boş,11 Mart 2023,Konut,100 M2,2+1,4.Kat,Merkezi (Pay Ölçer),96000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,,,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
937,12867850,20 Temmuz 2023,Satılık,155 M2,0 (Yeni),12,Boş,11 Mart 2023,Konut,135 M2,4+1,4.Kat,Merkezi Doğalgaz,650000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
938,12866410,27 Haziran 2023,Satılık,240 M2,0 (Yeni),10,Boş,11 Mart 2023,Konut,220 M2,4+1,4.Kat,Merkezi Doğalgaz,3300000,Kayseri - Melikgazi - Esenyurt Mahallesi,,,,Kayseri,Melikgazi,Esenyurt Mahallesi
939,12863953,10 Haziran 2023,Satılık,140 M2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,11 Mart 2023,Konut,130 M2,3+1,5.Kat,Kombi Doğalgaz,1150000,Kayseri - Melikgazi - Osman Kavuncu Mahallesi,,,,Kayseri,Melikgazi,Osman Kavuncu Mahallesi
940,12859744,23 Haziran 2023,Satılık,324 M2,16-20,2,Boş,10 Mart 2023,Konut,150 M2,3+1,Düz Giriş,Sobalı,1100000,Kayseri - Melikgazi - Ağırnas Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Ağırnas Mahallesi
941,12859742,23 Haziran 2023,Satılık,100 M2,0 (Yeni),14,Boş,10 Mart 2023,Konut,90 M2,2+1,9.Kat,Merkezi (Pay Ölçer),310000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
942,12859739,23 Haziran 2023,Satılık,362 M2,16-20,2,Kiracı Oturuyor,10 Mart 2023,Konut,361 M2,3+1,Düz Giriş,Sobalı,5500000,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,,,,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
943,12859737,23 Haziran 2023,Satılık,120 M2,0 (Yeni),13,Boş,10 Mart 2023,Konut,110 M2,3+1,1.Kat,Merkezi (Pay Ölçer),550000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
944,12859731,23 Haziran 2023,Satılık,220 M2,0 (Yeni),2,Boş,10 Mart 2023,Konut,200 M2,4+1,Düz Giriş,Kombi Doğalgaz,6750000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
945,12859726,23 Haziran 2023,Satılık,175 M2,0 (Yeni),14,Boş,10 Mart 2023,Konut,140 M2,3+1,1.Kat,Merkezi (Pay Ölçer),1750000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,,,,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
946,12859717,23 Haziran 2023,Satılık,220 M2,21 Ve Üzeri,2,Kiracı Oturuyor,10 Mart 2023,Konut,219 M2,3+1,Düz Giriş,Sobalı,1000000,Kayseri - Kocasinan - Argıncık Mahallesi,Krediye Uygun Değil,,,Kayseri,Kocasinan,Argıncık Mahallesi
947,12857840,12 Haziran 2023,Satılık,240 M2,5-10,15,Boş,10 Mart 2023,Konut,200 M2,4+1,7.Kat,Merkezi Doğalgaz,3450000,Kayseri - Kocasinan - Kocasinan Mahallesi,,,,Kayseri,Kocasinan,Kocasinan Mahallesi
948,12857833,13 Haziran 2023,Satılık,185 M2,0 (Yeni),15,Boş,10 Mart 2023,Konut,135 M2,3+1,10.Kat,Merkezi Doğalgaz,1550000,Kayseri - Melikgazi - Şirintepe Mahallesi,,,,Kayseri,Melikgazi,Şirintepe Mahallesi
949,12845719,08 Haziran 2023,Satılık,400 M2,16-20,3,Mülk Sahibi Oturuyor,08 Mart 2023,Konut,350 M2,7+2,Düz Giriş,Isıtma Yok,5999000,Kayseri - Melikgazi - Kazımkarabekir Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Kazımkarabekir Mahallesi
950,12845710,08 Haziran 2023,Satılık,90 M2,0 (Yeni),14,Boş,08 Mart 2023,Konut,87 M2,2+1,2.Kat,Merkezi (Pay Ölçer),1000000,Kayseri - Melikgazi - Tavlusun Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Tavlusun Mahallesi
951,12845699,29 Mayıs 2023,Satılık,175 M2,5-10,14,Mülk Sahibi Oturuyor,08 Mart 2023,Konut,135 M2,3+1,14.Kat,Merkezi Doğalgaz,1535000,Kayseri - Melikgazi - 30 Ağustos Mahallesi,,,,Kayseri,Melikgazi,30 Ağustos Mahallesi
952,12845697,11 Temmuz 2023,Satılık,170 M2,0 (Yeni),9,Boş,08 Mart 2023,Konut,130 M2,3+1,5.Kat,Merkezi (Pay Ölçer),2380000,Kayseri - Melikgazi - Battalgazi Mahallesi,,,,Kayseri,Melikgazi,Battalgazi Mahallesi
953,12843301,23 Mayıs 2023,Satılık,145 M2,21 Ve Üzeri,8,Mülk Sahibi Oturuyor,08 Mart 2023,Konut,120 M2,3+1,Yüksek Giriş,Merkezi (Pay Ölçer),965000,Kayseri - Kocasinan - Mimarsinan Mahallesi,,,,Kayseri,Kocasinan,Mimarsinan Mahallesi
954,12843184,23 Mayıs 2023,Satılık,220 M2,21 Ve Üzeri,14,Mülk Sahibi Oturuyor,08 Mart 2023,Konut,195 M2,4+1,2.Kat,Merkezi Doğalgaz,2250000,Kayseri - Kocasinan - Sahabiye Mahallesi,,,,Kayseri,Kocasinan,Sahabiye Mahallesi
955,12840865,23 Mayıs 2023,Satılık,360 M2,4,3,Mülk Sahibi Oturuyor,08 Mart 2023,Konut,300 M2,1+1,Villa Tipi,Kombi Doğalgaz,4850000,Kayseri - Melikgazi - Mimarsinan Mahallesi,,,,Kayseri,Melikgazi,Mimarsinan Mahallesi
956,12840587,12 Temmuz 2023,Satılık,150 M2,2,2,Mülk Sahibi Oturuyor,08 Mart 2023,Konut,120 M2,2+1,Düz Giriş,Sobalı,2500000,Kayseri - Melikgazi - Kayabağ Mahallesi,Bilinmiyor,,,Kayseri,Melikgazi,Kayabağ Mahallesi
957,12838317,08 Temmuz 2023,Satılık,110 M2,2,12,Boş,08 Mart 2023,Konut,90 M2,2+1,9.Kat,Merkezi (Pay Ölçer),1110000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
958,12838308,05 Haziran 2023,Satılık,200 M2,3,10,Mülk Sahibi Oturuyor,08 Mart 2023,Konut,180 M2,4+1,1.Kat,Merkezi (Pay Ölçer),2500000,Kayseri - Kocasinan - Yakut Mahallesi,,,,Kayseri,Kocasinan,Yakut Mahallesi
959,12835760,08 Haziran 2023,Satılık,275 M2,11-15,14,Mülk Sahibi Oturuyor,07 Mart 2023,Konut,250 M2,4+1,12.Kat,Merkezi (Pay Ölçer),5200000,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,,,,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
960,12830155,29 Temmuz 2023,Satılık,170 M2,2,14,Mülk Sahibi Oturuyor,07 Mart 2023,Konut,132 M2,3+1,10.Kat,Merkezi (Pay Ölçer),2050000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,,,,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
961,12829845,12 Temmuz 2023,Satılık,175 M2,5-10,10,Kiracı Oturuyor,07 Mart 2023,Konut,150 M2,3+1,3.Kat,Kombi Doğalgaz,1300000,Kayseri - Kocasinan - Argıncık Mahallesi,,,,Kayseri,Kocasinan,Argıncık Mahallesi
962,12829833,29 Mayıs 2023,Satılık,240 M2,0 (Yeni),2,Boş,07 Mart 2023,Konut,200 M2,6+2,Düz Giriş,Kombi Doğalgaz,7500000,Kayseri - Melikgazi - Altınoluk Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Altınoluk Mahallesi
963,12828542,08 Temmuz 2023,Satılık,160 M2,5-10,12,Mülk Sahibi Oturuyor,07 Mart 2023,Konut,125 M2,3+1,5.Kat,Merkezi (Pay Ölçer),1850000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,,,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
964,12828539,20 Temmuz 2023,Satılık,165 M2,0 (Yeni),10,Boş,07 Mart 2023,Konut,135 M2,3+1,2.Kat,Merkezi (Pay Ölçer),1350000,Kayseri - Kocasinan - Ertuğrul Gazi Mahallesi,,,,Kayseri,Kocasinan,Ertuğrul Gazi Mahallesi
965,12827454,14 Mayıs 2023,Satılık,600 M2,21 Ve Üzeri,3,Boş,06 Mart 2023,Konut,540 M2,6+4,Düz Giriş,Kombi Doğalgaz,9000000,Kayseri - Melikgazi - Erenköy Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Erenköy Mahallesi
966,12825336,13 Haziran 2023,Satılık,210 M2,5-10,4,Mülk Sahibi Oturuyor,06 Mart 2023,Konut,100 M2,2+1,,Kombi Doğalgaz,3650000,Kayseri - Melikgazi - Danişmend Gazi Mahallesi,Krediye Uygun,,İkinci El,Kayseri,Melikgazi,Danişmend Gazi Mahallesi
967,12823348,02 Temmuz 2023,Satılık,180 M2,11-15,14,Mülk Sahibi Oturuyor,06 Mart 2023,Konut,150 M2,3+1,12.Kat,Kombi Doğalgaz,2090000,Kayseri - Kocasinan - Seyrani Mahallesi,Bilinmiyor,,,Kayseri,Kocasinan,Seyrani Mahallesi
968,12820281,19 Temmuz 2023,Satılık,185 M2,11-15,10,Mülk Sahibi Oturuyor,06 Mart 2023,Konut,150 M2,3+1,3.Kat,Kombi Doğalgaz,2375000,Kayseri - Melikgazi - Esenyurt Mahallesi,,,,Kayseri,Melikgazi,Esenyurt Mahallesi
969,12817530,23 Mayıs 2023,Satılık,260 M2,11-15,12,Kiracı Oturuyor,05 Mart 2023,Konut,240 M2,4+1,2.Kat,Merkezi Doğalgaz,3460000,Kayseri - Melikgazi - Alpaslan Mahallesi,Krediye Uygun Değil,,,Kayseri,Melikgazi,Alpaslan Mahallesi
970,12812781,28 Temmuz 2023,Satılık,180 M2,21 Ve Üzeri,8,Boş,05 Mart 2023,Konut,140 M2,3+1,8.Kat,Merkezi Doğalgaz,1650000,Kayseri - Melikgazi - Kılıçaslan Mahallesi,,,,Kayseri,Melikgazi,Kılıçaslan Mahallesi
971,12798359,13 Haziran 2023,Satılık,145 M2,11-15,14,Mülk Sahibi Oturuyor,02 Mart 2023,Konut,115 M2,3+1,1.Kat,Merkezi Doğalgaz,1100000,Kayseri - Melikgazi - Şirintepe Mahallesi,,,,Kayseri,Melikgazi,Şirintepe Mahallesi
972,12798148,26 Mayıs 2023,Satılık,140 M2,21 Ve Üzeri,3,Kiracı Oturuyor,02 Mart 2023,Konut,120 M2,3+1,3.Kat,Kombi Doğalgaz,785000,Kayseri - Kocasinan - Sahabiye Mahallesi,Krediye Uygun Değil,,,Kayseri,Kocasinan,Sahabiye Mahallesi
973,12797477,29 Mayıs 2023,Satılık,600 M2,5-10,3,Kiracı Oturuyor,02 Mart 2023,Konut,385 M2,9+ Oda,Villa Tipi,Kombi Doğalgaz,13500000,Kayseri - Melikgazi - Erenköy Mahallesi,,,,Kayseri,Melikgazi,Erenköy Mahallesi
