Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,House Price,House Location,Şehir,İlçe,Mahalle
200 M2,2,4,Boş,Konut,170 M2,4+1,Çatı Katı,Kombi Doğalgaz,1575000,Kayseri - Develi - Harman Mahallesi,Kayseri,Develi,Harman Mahallesi
175 M2,11-15,14,Kiracı Oturuyor,Konut,135 M2,3+1,11.Kat,Merkezi (Pay Ölçer),1500000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
100 M2,2,13,Kiracı Oturuyor,Konut,85 M2,2+1,3.Kat,Merkezi (Pay Ölçer),1400000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
125 M2,5-10,14,Kiracı Oturuyor,Konut,90 M2,2+1,12.Kat,Merkezi (Pay Ölçer),1250000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
195 M2,5-10,13,Kiracı Oturuyor,Konut,165 M2,3+1,12.Kat,Merkezi (Pay Ölçer),2200000,Kayseri - Talas - Yenidoğan Mahallesi,Kayseri,Talas,Yenidoğan Mahallesi
130 M2,1,14,Kiracı Oturuyor,Konut,100 M2,2+1,3.Kat,Merkezi (Pay Ölçer),1375000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
4.327 M2,1,1,Mülk Sahibi Oturuyor,Konut,100 M2,1+1,1.Kat,Sobalı,3000000,Kayseri - İncesu - Garipçe Mahallesi,Kayseri,İncesu,Garipçe Mahallesi
165 M2,0 (Yeni),14,Boş,Konut,125 M2,3+1,7.Kat,Merkezi Doğalgaz,377000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
145 M2,0 (Yeni),14,Boş,Konut,105 M2,3+1,5.Kat,Merkezi Doğalgaz,306000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
120 M2,0 (Yeni),10,Boş,Konut,100 M2,2+1,4.Kat,Merkezi Doğalgaz,265000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
350 M2,0 (Yeni),2,Boş,Konut,200 M2,3.5+1,Düz Giriş,Kombi Doğalgaz,4250000,Kayseri - Hacılar - Beğendik Mahallesi,Kayseri,Hacılar,Beğendik Mahallesi
140 M2,11-15,14,Kiracı Oturuyor,Konut,125 M2,3+1,12.Kat,Merkezi Doğalgaz,1240000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
160 M2,5-10,4,Mülk Sahibi Oturuyor,Konut,140 M2,3+1,1.Kat,Kombi Doğalgaz,1575000,Kayseri - Develi - Camiicedit Mahallesi,Kayseri,Develi,Camiicedit Mahallesi
165 M2,16-20,15,Boş,Konut,125 M2,3+1,6.Kat,Merkezi Doğalgaz,1265000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
175 M2,4,14,Mülk Sahibi Oturuyor,Konut,160 M2,3+1,11.Kat,Merkezi (Pay Ölçer),1950000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
140 M2,5-10,4,Mülk Sahibi Oturuyor,Konut,100 M2,2+1,Düz Giriş,Kombi Doğalgaz,1250000,Kayseri - Talas - Bahçelievler Mahallesi,Kayseri,Talas,Bahçelievler Mahallesi
165 M2,5-10,8,Kiracı Oturuyor,Konut,135 M2,3+1,2.Kat,Merkezi Doğalgaz,2000000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
180 M2,5-10,14,Boş,Konut,135 M2,3+1,7.Kat,Merkezi Doğalgaz,1450000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
165 M2,0 (Yeni),14,Boş,Konut,130 M2,3+1,6.Kat,Merkezi Doğalgaz,1550000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
165 M2,11-15,15,Boş,Konut,135 M2,3+1,12.Kat,Merkezi Doğalgaz,1347500,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
155 M2,16-20,14,Boş,Konut,135 M2,3+1,11.Kat,Merkezi Doğalgaz,1400000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
155 M2,11-15,14,Mülk Sahibi Oturuyor,Konut,135 M2,3+1,7.Kat,Merkezi (Pay Ölçer),1250000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
105 M2,1,4,Kiracı Oturuyor,Konut,85 M2,2+1,2.Kat,Kombi Doğalgaz,1195000,Kayseri - Develi - Aşık Seyrani Mahallesi,Kayseri,Develi,Aşık Seyrani Mahallesi
130 M2,0 (Yeni),4,Boş,Konut,120 M2,3+1,Düz Giriş,Kombi Doğalgaz,1260000,Kayseri - Develi - Mehmet Akif Ersoy Mahallesi,Kayseri,Develi,Mehmet Akif Ersoy Mahallesi
135 M2,11-15,12,Kiracı Oturuyor,Konut,125 M2,3+1,2.Kat,Merkezi (Pay Ölçer),1795000,Kayseri - Talas - Yenidoğan Mahallesi,Kayseri,Talas,Yenidoğan Mahallesi
185 M2,0 (Yeni),10,Boş,Konut,145 M2,3.5+1,7.Kat,Merkezi (Pay Ölçer),2350000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
175 M2,2,14,Kiracı Oturuyor,Konut,155 M2,3+1,9.Kat,Merkezi (Pay Ölçer),2525000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
240 M2,5-10,2,Boş,Konut,220 M2,6+1,Düz Giriş,Kombi Doğalgaz,4950000,Kayseri - Talas - Yukarı Mahallesi,Kayseri,Talas,Yukarı Mahallesi
500 M2,21 Ve Üzeri,3,Mülk Sahibi Oturuyor,Konut,400 M2,6+2,Düz Giriş,Kombi Doğalgaz,4350000,Kayseri - Talas - Tablakaya Mahallesi,Kayseri,Talas,Tablakaya Mahallesi
120 M2,1,2,Kiracı Oturuyor,Konut,95 M2,2.5+1,1.Kat,Kombi Doğalgaz,1499000,Kayseri - Talas - Kiçiköy Mahallesi,Kayseri,Talas,Kiçiköy Mahallesi
165 M2,5-10,6,Kiracı Oturuyor,Konut,135 M2,3+0,3.Kat,Kombi Doğalgaz,1375000,Kayseri - Talas - Yenidoğan Mahallesi,Kayseri,Talas,Yenidoğan Mahallesi
160 M2,5-10,14,Mülk Sahibi Oturuyor,Konut,130 M2,3+1,9.Kat,Merkezi (Pay Ölçer),1587000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
110 M2,5-10,14,Boş,Konut,85 M2,2+1,3.Kat,Merkezi (Pay Ölçer),1410000,Kayseri - Talas - Yenidoğan Mahallesi,Kayseri,Talas,Yenidoğan Mahallesi
144 M2,0 (Yeni),3,Boş,Konut,110 M2,3+1,3.Kat,Kombi Doğalgaz,1750000,Kayseri - Develi - Harman Mahallesi,Kayseri,Develi,Harman Mahallesi
187 M2,5-10,14,Boş,Konut,165 M2,3+1,4.Kat,Kombi Doğalgaz,1980000,Kayseri - Talas - Yenidoğan Mahallesi,Kayseri,Talas,Yenidoğan Mahallesi
175 M2,5-10,14,Boş,Konut,155 M2,3+1,14.Kat,Merkezi (Pay Ölçer),1625000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
280 M2,5-10,14,Boş,Konut,250 M2,4+1,14.Kat,Merkezi (Pay Ölçer),2799000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
155 M2,5-10,14,Mülk Sahibi Oturuyor,Konut,135 M2,3+1,7.Kat,Merkezi (Pay Ölçer),1650000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
100 M2,5-10,7,Kiracı Oturuyor,Konut,70 M2,1+1,7.Kat,Merkezi Doğalgaz,955000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
175 M2,5-10,14,Boş,Konut,135 M2,3+1,10.Kat,Merkezi Doğalgaz,1625000,Kayseri - Talas - Yenidoğan Mahallesi,Kayseri,Talas,Yenidoğan Mahallesi
165 M2,5-10,14,Kiracı Oturuyor,Konut,135 M2,3+1,1.Kat,Merkezi Doğalgaz,1450000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
120 M2,0 (Yeni),4,Boş,Konut,99 M2,2+1,1.Kat,Kombi Doğalgaz,1250000,Kayseri - Develi - Reşadiye Mahallesi,Kayseri,Develi,Reşadiye Mahallesi
155 M2,5-10,14,Boş,Konut,125 M2,3+1,11.Kat,Merkezi (Pay Ölçer),1585000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
165 M2,4,14,Boş,Konut,135 M2,3+1,13.Kat,Merkezi (Pay Ölçer),2200000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
125 M2,1,14,Kiracı Oturuyor,Konut,100 M2,2.5+1,10.Kat,Merkezi (Pay Ölçer),1580000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
120 M2,2,14,Kiracı Oturuyor,Konut,100 M2,2.5+1,3.Kat,Merkezi (Pay Ölçer),1380000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
125 M2,2,14,Kiracı Oturuyor,Konut,115 M2,2+1,3.Kat,Merkezi (Pay Ölçer),1365000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
125 M2,21 Ve Üzeri,1,Mülk Sahibi Oturuyor,Konut,100 M2,2+1,Müstakil.Kat,Kombi Doğalgaz,850000,Kayseri - Develi - Güneyyukarı Mahallesi,Kayseri,Develi,Güneyyukarı Mahallesi
135 M2,11-15,15,Kiracı Oturuyor,Konut,115 M2,3+1,9.Kat,Merkezi (Pay Ölçer),1200000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
175 M2,5-10,15,Mülk Sahibi Oturuyor,Konut,145 M2,3+1,11.Kat,Merkezi Doğalgaz,1690000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
160 M2,5-10,14,Mülk Sahibi Oturuyor,Konut,140 M2,3+1,14.Kat,Merkezi (Pay Ölçer),1350000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
186 M2,11-15,4,Mülk Sahibi Oturuyor,Konut,154 M2,4+1,Bahçe Dublex,Kombi Doğalgaz,1450000,Kayseri - Develi - Yeni Mahallesi,Kayseri,Develi,Yeni Mahallesi
881 M2,11-15,2,Mülk Sahibi Oturuyor,Konut,220 M2,8+1,Villa Tipi,Sobalı,1930000,Kayseri - Sarıoğlan - Gaziler Mahallesi,Kayseri,Sarıoğlan,Gaziler Mahallesi
100 M2,0 (Yeni),3,Kiracı Oturuyor,Konut,85 M2,2.5+1,1.Kat,Kombi Doğalgaz,1359000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
65 M2,5-10,8,Kiracı Oturuyor,Konut,50 M2,1+1,7.Kat,Merkezi Doğalgaz,965000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
185 M2,11-15,14,Kiracı Oturuyor,Konut,140 M2,3+1,11.Kat,Merkezi Doğalgaz,1350000,Kayseri - Talas - Yenidoğan Mahallesi,Kayseri,Talas,Yenidoğan Mahallesi
160 M2,21 Ve Üzeri,3,Kiracı Oturuyor,Konut,120 M2,3+1,2.Kat,Merkezi Doğalgaz,1400000,Kayseri - Talas - Bahçelievler Mahallesi,Kayseri,Talas,Bahçelievler Mahallesi
135 M2,11-15,15,Mülk Sahibi Oturuyor,Konut,110 M2,3+1,3.Kat,Merkezi Doğalgaz,1195000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
170 M2,5-10,8,Mülk Sahibi Oturuyor,Konut,115 M2,3+1,3.Kat,Merkezi (Pay Ölçer),2050000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
175 M2,5-10,14,Kiracı Oturuyor,Konut,160 M2,3.5+1,1.Kat,Merkezi (Pay Ölçer),2080000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
165 M2,11-15,14,Kiracı Oturuyor,Konut,135 M2,3+1,11.Kat,Merkezi Doğalgaz,1350000,Kayseri - Talas - Yenidoğan Mahallesi,Kayseri,Talas,Yenidoğan Mahallesi
175 M2,11-15,14,Boş,Konut,135 M2,3+1,8.Kat,Merkezi Doğalgaz,1375000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
70 M2,1,7,Kiracı Oturuyor,Konut,60 M2,1+1,2.Kat,Merkezi (Pay Ölçer),1100000,Kayseri - Talas - Bahçelievler Mahallesi,Kayseri,Talas,Bahçelievler Mahallesi
240 M2,0 (Yeni),14,Boş,Konut,210 M2,4+1,5.Kat,Merkezi (Pay Ölçer),5500000,Kayseri - Talas - Bahçelievler Mahallesi,Kayseri,Talas,Bahçelievler Mahallesi
185 M2,0 (Yeni),14,Boş,Konut,135 M2,3+1,2.Kat,Merkezi (Pay Ölçer),2775000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
90 M2,0 (Yeni),5,Boş,Konut,75 M2,2+1,3.Kat,Kombi Doğalgaz,1150000,Kayseri - Develi - Harman Mahallesi,Kayseri,Develi,Harman Mahallesi
175 M2,3,9,Boş,Konut,140 M2,3+1,5.Kat,Merkezi (Pay Ölçer),1650000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
175 M2,4,14,Kiracı Oturuyor,Konut,150 M2,3+1,13.Kat,Merkezi (Pay Ölçer),1999000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
175 M2,0 (Yeni),13,Boş,Konut,150 M2,3+1,9.Kat,Merkezi (Pay Ölçer),2280000,Kayseri - Talas - Bahçelievler Mahallesi,Kayseri,Talas,Bahçelievler Mahallesi
155 M2,11-15,14,Mülk Sahibi Oturuyor,Konut,135 M2,3+1,14.Kat,Merkezi Doğalgaz,1350000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
135 M2,11-15,15,Boş,Konut,110 M2,3+1,12.Kat,Merkezi Doğalgaz,1270000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
70 M2,5-10,7,Kiracı Oturuyor,Konut,55 M2,1+1,1.Kat,Merkezi (Pay Ölçer),935000,Kayseri - Talas - Mevlana Mahallesi,Kayseri,Talas,Mevlana Mahallesi
145 M2,0 (Yeni),4,Boş,Konut,125 M2,3+1,3.Kat,Kombi Doğalgaz,1320000,Kayseri - Develi - Alpaslan Mahallesi,Kayseri,Develi,Alpaslan Mahallesi
