Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,House Price,House Location,Şehir,İlçe,Mahalle
21 Ve Üzeri,9,1,Konut,130,3+1,Yüksek Giriş,Merkezi Doğalgaz,1000000,Kayseri - Melikgazi - Kocatepe Mahallesi,Kayseri,4,Kocatepe Mahallesi
5-10,13,1,Konut,135,3+1,8.Kat,Merkezi Doğalgaz,1475000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,4,Gesi Fatih Mahallesi
16-20,4,2,Konut,150,3+1,2.Kat,Kombi Doğalgaz,1179000,Kayseri - Kocasinan - Barbaros Mahallesi,Kayseri,3,Barbaros Mahallesi
1,9,0,Konut,135,3+1,1.Kat,Merkezi (Pay Ölçer),1470000,Kayseri - Melikgazi - Bahçelievler Mahallesi,Kayseri,4,Bahçelievler Mahallesi
4,13,2,Konut,155,3+1,5.Kat,Merkezi (Pay Ölçer),1999000,Kayseri - Melikgazi - Sakarya Mahallesi,Kayseri,4,Sakarya Mahallesi
11-15,7,0,Konut,80,3+1,6.Kat,Kombi Doğalgaz,845000,Kayseri - Kocasinan - Şeker Mahallesi,Kayseri,3,Şeker Mahallesi
5-10,2,2,Konut,120,3+1,Bahçe Katı,Merkezi Doğalgaz,1970000,Kayseri - Melikgazi - Battalgazi Mahallesi,Kayseri,4,Battalgazi Mahallesi
5-10,3,0,Konut,110,2+1,Bahçe Dublex,Merkezi Doğalgaz,3250000,Kayseri - Melikgazi - Danişmend Gazi Mahallesi,Kayseri,4,Danişmend Gazi Mahallesi
0 (Yeni),14,0,Konut,90,2+1,5.Kat,Merkezi Doğalgaz,290000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,4,Gesi Fatih Mahallesi
0 (Yeni),10,0,Konut,85,2+1,1.Kat,Merkezi Doğalgaz,295000,Kayseri - Kocasinan - Ahi Evran Mahallesi,Kayseri,3,Ahi Evran Mahallesi
5-10,12,1,Konut,200,4+1,7.Kat,Merkezi Doğalgaz,3550000,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,Kayseri,4,Yıldırım Beyazıt Mahallesi
5-10,3,0,Konut,60,1+1,3.Kat,Kombi Doğalgaz,680000,Kayseri - Melikgazi - Demokrasi Mahallesi,Kayseri,4,Demokrasi Mahallesi
21 Ve Üzeri,5,1,Konut,80,2+1,Bahçe Katı,Kombi Doğalgaz,660000,Kayseri - Kocasinan - Mevlana Mahallesi,Kayseri,3,Mevlana Mahallesi
11-15,11,1,Konut,135,3+1,2.Kat,Merkezi Doğalgaz,1120000,Kayseri - Melikgazi - Bahçelievler Mahallesi,Kayseri,4,Bahçelievler Mahallesi
5-10,12,1,Konut,145,3+1,8.Kat,Merkezi Doğalgaz,1795000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,4,Yeşilyurt Mahallesi
5-10,11,0,Konut,135,3+1,4.Kat,Merkezi Doğalgaz,1745000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Kayseri,4,İldem Cumhuriyet Mahallesi
5-10,12,0,Konut,140,3+1,1.Kat,Merkezi Doğalgaz,2230000,Kayseri - Kocasinan - Hoca Ahmet Yesevi Mahallesi,Kayseri,3,Hoca Ahmet Yesevi Mahallesi
0 (Yeni),12,0,Konut,135,4+1,6.Kat,Merkezi Doğalgaz,625000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,4,Yeşilyurt Mahallesi
5-10,10,0,Konut,140,3+1,1.Kat,Merkezi Doğalgaz,2230000,Kayseri - Kocasinan - Hoca Ahmet Yesevi Mahallesi,Kayseri,3,Hoca Ahmet Yesevi Mahallesi
0 (Yeni),5,0,Konut,123,3+1,1.Kat,Kombi Doğalgaz,1850000,Kayseri - Kocasinan - Yavuz Selim Mahallesi,Kayseri,3,Yavuz Selim Mahallesi
0 (Yeni),5,0,Konut,88,2+1,Düz Giriş,Merkezi Doğalgaz,1315000,Kayseri - Melikgazi - Bahçelievler Mahallesi,Kayseri,4,Bahçelievler Mahallesi
5-10,10,0,Konut,170,4+1,6.Kat,Merkezi (Pay Ölçer),5250000,Kayseri - Kocasinan - Erciyesevler Mahallesi,Kayseri,3,Erciyesevler Mahallesi
4,6,1,Konut,85,2+1,Yüksek Giriş,Merkezi (Pay Ölçer),1150000,Kayseri - Melikgazi - Bahçelievler Mahallesi,Kayseri,4,Bahçelievler Mahallesi
5-10,11,1,Konut,135,3+1,4.Kat,Merkezi Doğalgaz,1550000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Kayseri,4,İldem Cumhuriyet Mahallesi
0 (Yeni),5,0,Konut,87,2+1,1.Kat,Merkezi Doğalgaz,950000,Kayseri - Melikgazi - Bahçelievler Mahallesi,Kayseri,4,Bahçelievler Mahallesi
0 (Yeni),12,0,Konut,120,3+1,6.Kat,Merkezi (Pay Ölçer),585000,Kayseri - Melikgazi - Bahçelievler Mahallesi,Kayseri,4,Bahçelievler Mahallesi
0 (Yeni),12,0,Konut,120,3+1,2.Kat,Merkezi (Pay Ölçer),340000,Kayseri - Melikgazi - Bahçelievler Mahallesi,Kayseri,4,Bahçelievler Mahallesi
0 (Yeni),15,0,Konut,70,2+1,7.Kat,Merkezi (Pay Ölçer),1795000,Kayseri - Kocasinan - Şeker Mahallesi,Kayseri,3,Şeker Mahallesi
5-10,12,0,Konut,135,3+1,7.Kat,Merkezi (Pay Ölçer),2000000,Kayseri - Melikgazi - Hürriyet Mahallesi,Kayseri,4,Hürriyet Mahallesi
3,3,1,Konut,65,1+1,1.Kat,Kombi Doğalgaz,1095000,Kayseri - Kocasinan - Şeker Mahallesi,Kayseri,3,Şeker Mahallesi
11-15,8,2,Konut,132,3+1,1.Kat,Kombi Doğalgaz,1200000,Kayseri - Melikgazi - Demokrasi Mahallesi,Kayseri,4,Demokrasi Mahallesi
5-10,5,1,Konut,65,2+1,1.Kat,Merkezi (Pay Ölçer),784000,Kayseri - Melikgazi - Demokrasi Mahallesi,Kayseri,4,Demokrasi Mahallesi
0 (Yeni),2,0,Konut,198,4.5+1,Bahçe Dublex,Kombi Doğalgaz,6750000,Kayseri - Melikgazi - Gesi Mahallesi,Kayseri,4,Gesi Mahallesi
0 (Yeni),2,0,Konut,75,2+1,2.Kat,Kombi Doğalgaz,1750000,Kayseri - Melikgazi - Gesi Mahallesi,Kayseri,4,Gesi Mahallesi
0 (Yeni),10,0,Konut,75,2+1,2.Kat,Merkezi (Pay Ölçer),1525000,Kayseri - Kocasinan - Sancaktepe Mahallesi,Kayseri,3,Sancaktepe Mahallesi
5-10,11,0,Konut,140,3+1,1.Kat,Kombi Doğalgaz,2230000,Kayseri - Kocasinan - Seyrani Mahallesi,Kayseri,3,Seyrani Mahallesi
0 (Yeni),14,0,Konut,135,3+1,13.Kat,Merkezi (Pay Ölçer),1575000,Kayseri - Kocasinan - Saray Bosna Mahallesi,Kayseri,3,Saray Bosna Mahallesi
0 (Yeni),5,0,Konut,85,2+1,Kot 1 (-1).Kat,Merkezi (Pay Ölçer),1150000,Kayseri - Melikgazi - Tavlusun Mahallesi,Kayseri,4,Tavlusun Mahallesi
5-10,12,2,Konut,120,3+1,8.Kat,Merkezi (Pay Ölçer),1450000,Kayseri - Melikgazi - 19 Mayıs Mahallesi,Kayseri,4,19 Mayıs Mahallesi
21 Ve Üzeri,4,0,Konut,100,3+1,4.Kat,Kombi Doğalgaz,1300000,Kayseri - Kocasinan - Sümer Mahallesi,Kayseri,3,Sümer Mahallesi
16-20,1,2,Konut,120,3+1,Düz Giriş,Sobalı,830000,Kayseri - Kocasinan - Yenidoğan Mahallesi,Kayseri,3,Yenidoğan Mahallesi
0 (Yeni),14,0,Konut,160,4+1,11.Kat,Merkezi (Pay Ölçer),2450000,Kayseri - Kocasinan - Seyrani Mahallesi,Kayseri,3,Seyrani Mahallesi
4,4,0,Konut,60,1+1,2.Kat,Kombi Doğalgaz,680000,Kayseri - Melikgazi - Demokrasi Mahallesi,Kayseri,4,Demokrasi Mahallesi
5-10,10,1,Konut,155,3+1,5.Kat,Merkezi (Pay Ölçer),1500000,Kayseri - Melikgazi - Gökkent Mahallesi,Kayseri,4,Gökkent Mahallesi
16-20,9,1,Konut,120,3+1,3.Kat,Merkezi Doğalgaz,1350000,Kayseri - Melikgazi - Esentepe Mahallesi,Kayseri,4,Esentepe Mahallesi
16-20,9,2,Konut,135,3+1,1.Kat,Merkezi Doğalgaz,1450000,Kayseri - Melikgazi - Esenyurt Mahallesi,Kayseri,4,Esenyurt Mahallesi
5-10,12,0,Konut,128,3+1,2.Kat,Merkezi Doğalgaz,1675000,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,Kayseri,4,Yıldırım Beyazıt Mahallesi
11-15,3,0,Konut,240,5+1,Düz Giriş,Kombi Doğalgaz,4650000,Kayseri - Melikgazi - Gesi Mahallesi,Kayseri,4,Gesi Mahallesi
2,11,0,Konut,135,3+1,7.Kat,Merkezi Doğalgaz,2100000,Kayseri - Kocasinan - Yakut Mahallesi,Kayseri,3,Yakut Mahallesi
0 (Yeni),11,0,Konut,185,4+1,10.Kat,Merkezi (Pay Ölçer),1650000,Kayseri - Kocasinan - Ertuğrul Gazi Mahallesi,Kayseri,3,Ertuğrul Gazi Mahallesi
11-15,9,1,Konut,95,3+1,2.Kat,Merkezi Doğalgaz,1125000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Kayseri,4,İldem Cumhuriyet Mahallesi
0 (Yeni),9,0,Konut,100,2+1,9.Kat,Merkezi (Pay Ölçer),1175000,Kayseri - Kocasinan - Şeker Mahallesi,Kayseri,3,Şeker Mahallesi
0 (Yeni),9,0,Konut,145,3+1,4.Kat,Merkezi (Pay Ölçer),1550000,Kayseri - Melikgazi - Şirintepe Mahallesi,Kayseri,4,Şirintepe Mahallesi
1,10,0,Konut,135,3+1,8.Kat,Merkezi (Pay Ölçer),1849000,Kayseri - Kocasinan - Saray Bosna Mahallesi,Kayseri,3,Saray Bosna Mahallesi
5-10,14,0,Konut,90,2+1,3.Kat,Merkezi Doğalgaz,1260000,Kayseri - Melikgazi - 19 Mayıs Mahallesi,Kayseri,4,19 Mayıs Mahallesi
11-15,15,0,Konut,120,3+1,7.Kat,Merkezi Doğalgaz,930000,Kayseri - Melikgazi - Şirintepe Mahallesi,Kayseri,4,Şirintepe Mahallesi
16-20,10,0,Konut,130,3+1,4.Kat,Merkezi (Pay Ölçer),1450000,Kayseri - Kocasinan - Sahabiye Mahallesi,Kayseri,3,Sahabiye Mahallesi
16-20,4,1,Konut,95,3+1,4.Kat,Sobalı,1850000,Kayseri - Melikgazi - Osmanlı Mahallesi,Kayseri,4,Osmanlı Mahallesi
0 (Yeni),2,0,Konut,165,5+1,Villa Tipi,Kombi Doğalgaz,9050000,Kayseri - Melikgazi - Becen Mahallesi,Kayseri,4,Becen Mahallesi
0 (Yeni),2,0,Konut,165,5+1,Villa Tipi,Kombi Doğalgaz,9000000,Kayseri - Melikgazi - Becen Mahallesi,Kayseri,4,Becen Mahallesi
11-15,10,0,Konut,110,3+1,10.Kat,Kat Kaloriferi,1125000,Kayseri - Kocasinan - Beyazşehir Mahallesi,Kayseri,3,Beyazşehir Mahallesi
0 (Yeni),15,2,Konut,200,4+1,4.Kat,Merkezi (Pay Ölçer),3550000,Kayseri - Kocasinan - General Emir Mahallesi,Kayseri,3,General Emir Mahallesi
1,15,0,Konut,115,3+1,6.Kat,Merkezi Doğalgaz,1595000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,4,Gesi Fatih Mahallesi
0 (Yeni),10,0,Konut,145,4+1,2.Kat,Merkezi (Pay Ölçer),2150000,Kayseri - Melikgazi - Bahçelievler Mahallesi,Kayseri,4,Bahçelievler Mahallesi
11-15,5,2,Konut,125,3+1,4.Kat,Kombi Doğalgaz,1250000,Kayseri - Melikgazi - Altınoluk Mahallesi,Kayseri,4,Altınoluk Mahallesi
0 (Yeni),8,0,Konut,135,3+1,5.Kat,Merkezi (Pay Ölçer),2850000,Kayseri - Kocasinan - Uğurevler Mahallesi,Kayseri,3,Uğurevler Mahallesi
0 (Yeni),10,0,Konut,135,3+1,4.Kat,Merkezi (Pay Ölçer),1875000,Kayseri - Kocasinan - Zümrüt Mahallesi,Kayseri,3,Zümrüt Mahallesi
0 (Yeni),9,0,Konut,110,3+1,7.Kat,Merkezi Doğalgaz,2250000,Kayseri - Kocasinan - Yakut Mahallesi,Kayseri,3,Yakut Mahallesi
11-15,9,1,Konut,155,3+1,3.Kat,Kombi Doğalgaz,1420000,Kayseri - Kocasinan - Camiikebir Mahallesi,Kayseri,3,Camiikebir Mahallesi
0 (Yeni),3,0,Konut,285,6+1,Bahçe Dublex,Yerden Isıtma,13000000,Kayseri - Melikgazi - Altınoluk Mahallesi,Kayseri,4,Altınoluk Mahallesi
11-15,9,0,Konut,135,3+1,9.Kat,Merkezi Doğalgaz,1479000,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,Kayseri,4,Yıldırım Beyazıt Mahallesi
5-10,14,0,Konut,180,4+1,10.Kat,Merkezi (Pay Ölçer),2455000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,4,Gesi Fatih Mahallesi
21 Ve Üzeri,2,0,Konut,90,2+1,Düz Giriş,Kombi Doğalgaz,680000,Kayseri - Kocasinan - Mevlana Mahallesi,Kayseri,3,Mevlana Mahallesi
11-15,12,1,Konut,125,3+1,1.Kat,Merkezi (Pay Ölçer),1600000,Kayseri - Melikgazi - Esenyurt Mahallesi,Kayseri,4,Esenyurt Mahallesi
16-20,6,2,Konut,125,3+1,4.Kat,Kombi Doğalgaz,1550000,Kayseri - Melikgazi - Esenyurt Mahallesi,Kayseri,4,Esenyurt Mahallesi
3,7,1,Konut,112,3+1,4.Kat,Merkezi (Pay Ölçer),1430000,Kayseri - Melikgazi - Bahçelievler Mahallesi,Kayseri,4,Bahçelievler Mahallesi
5-10,12,0,Konut,90,3+1,5.Kat,Merkezi Doğalgaz,100000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,4,Gesi Fatih Mahallesi
0 (Yeni),2,0,Konut,165,5+1,Villa Tipi,Kombi Doğalgaz,9000000,Kayseri - Melikgazi - Becen Mahallesi,Kayseri,4,Becen Mahallesi
0 (Yeni),2,0,Konut,250,3+2,Düz Giriş,Yerden Isıtma,8950000,Kayseri - Melikgazi - Hisarcık Mahallesi,Kayseri,4,Hisarcık Mahallesi
5-10,3,2,Konut,400,6+2,Düz Giriş,Kombi Doğalgaz,21000000,Kayseri - Melikgazi - Erenköy Mahallesi,Kayseri,4,Erenköy Mahallesi
0 (Yeni),2,0,Konut,165,5+1,Villa Tipi,Kombi Doğalgaz,9050000,Kayseri - Melikgazi - Becen Mahallesi,Kayseri,4,Becen Mahallesi
0 (Yeni),12,0,Konut,140,3+1,Yüksek Giriş,Merkezi (Pay Ölçer),2150000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Kayseri,4,İldem Cumhuriyet Mahallesi
0 (Yeni),11,0,Konut,135,4+1,6.Kat,Merkezi (Pay Ölçer),2070000,Kayseri - Kocasinan - Beyazşehir Mahallesi,Kayseri,3,Beyazşehir Mahallesi
0 (Yeni),7,0,Konut,155,3+1,5.Kat,Kombi Doğalgaz,1695000,Kayseri - Melikgazi - Mimarsinan Mahallesi,Kayseri,4,Mimarsinan Mahallesi
5-10,14,1,Konut,135,3+1,10.Kat,Merkezi (Pay Ölçer),1950000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,4,Gesi Fatih Mahallesi
0 (Yeni),2,0,Konut,180,4+1,Düz Giriş,Kombi Doğalgaz,5750000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,4,Gesi Fatih Mahallesi
1,12,1,Konut,130,3+1,2.Kat,Merkezi (Pay Ölçer),1325000,Kayseri - Kocasinan - Beyazşehir Mahallesi,Kayseri,3,Beyazşehir Mahallesi
0 (Yeni),13,0,Konut,135,3+1,1.Kat,Merkezi (Pay Ölçer),1590000,Kayseri - Melikgazi - Mimarsinan Mahallesi,Kayseri,4,Mimarsinan Mahallesi
16-20,5,1,Konut,130,3+1,Çatı Katı,Kombi Doğalgaz,998000,Kayseri - Melikgazi - Tınaztepe Mahallesi,Kayseri,4,Tınaztepe Mahallesi
1,12,0,Konut,135,3+1,3.Kat,Merkezi (Pay Ölçer),1900000,Kayseri - Kocasinan - Beyazşehir Mahallesi,Kayseri,3,Beyazşehir Mahallesi
5-10,8,2,Konut,185,4+1,Çatı Katı,Merkezi (Pay Ölçer),2500000,Kayseri - Melikgazi - Bahçelievler Mahallesi,Kayseri,4,Bahçelievler Mahallesi
5-10,5,2,Konut,85,2+1,2.Kat,Merkezi Doğalgaz,965000,Kayseri - Melikgazi - Demokrasi Mahallesi,Kayseri,4,Demokrasi Mahallesi
0 (Yeni),5,0,Konut,135,3+1,2.Kat,Kombi Doğalgaz,1540000,Kayseri - Melikgazi - Şirintepe Mahallesi,Kayseri,4,Şirintepe Mahallesi
0 (Yeni),12,0,Konut,140,3+1,7.Kat,Merkezi (Pay Ölçer),1950000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,4,Yeşilyurt Mahallesi
4,14,1,Konut,145,3+1,10.Kat,Merkezi (Pay Ölçer),1625000,Kayseri - Melikgazi - 19 Mayıs Mahallesi,Kayseri,4,19 Mayıs Mahallesi
21 Ve Üzeri,2,1,Konut,85,2+1,2.Kat,Sobalı,850000,Kayseri - Kocasinan - Yeni Mahallesi,Kayseri,3,Yeni Mahallesi
3,10,0,Konut,200,4+1,4.Kat,Merkezi (Pay Ölçer),4700000,Kayseri - Kocasinan - Uğurevler Mahallesi,Kayseri,3,Uğurevler Mahallesi
11-15,9,1,Konut,135,3+1,8.Kat,Kombi Doğalgaz,1375000,Kayseri - Melikgazi - Gökkent Mahallesi,Kayseri,4,Gökkent Mahallesi
0 (Yeni),14,0,Konut,140,3+1,1.Kat,Merkezi (Pay Ölçer),2000000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Kayseri,4,İldem Cumhuriyet Mahallesi
5-10,4,0,Konut,60,2+1,2.Kat,Merkezi Doğalgaz,820000,Kayseri - Melikgazi - Demokrasi Mahallesi,Kayseri,4,Demokrasi Mahallesi
0 (Yeni),10,0,Konut,100,2+1,5.Kat,Merkezi (Pay Ölçer),230000,Kayseri - Kocasinan - Cırgalan Mahallesi,Kayseri,3,Cırgalan Mahallesi
0 (Yeni),14,0,Konut,140,3+1,12.Kat,Merkezi Doğalgaz,1890000,Kayseri - Kocasinan - Sancaktepe Mahallesi,Kayseri,3,Sancaktepe Mahallesi
0 (Yeni),10,0,Konut,135,3+1,6.Kat,Merkezi (Pay Ölçer),2050000,Kayseri - Kocasinan - Mithatpaşa Mahallesi,Kayseri,3,Mithatpaşa Mahallesi
0 (Yeni),10,0,Konut,135,3+1,3.Kat,Merkezi (Pay Ölçer),1750000,Kayseri - Melikgazi - Şirintepe Mahallesi,Kayseri,4,Şirintepe Mahallesi
0 (Yeni),13,0,Konut,150,3+1,11.Kat,Merkezi (Pay Ölçer),1800000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,4,Yeşilyurt Mahallesi
0 (Yeni),13,0,Konut,150,4+1,8.Kat,Merkezi (Pay Ölçer),2789000,Kayseri - Melikgazi - Germir Mahallesi,Kayseri,4,Germir Mahallesi
0 (Yeni),2,0,Konut,165,5+1,Villa Tipi,Kombi Doğalgaz,9000000,Kayseri - Melikgazi - Becen Mahallesi,Kayseri,4,Becen Mahallesi
5-10,9,0,Konut,135,3+1,8.Kat,Merkezi (Pay Ölçer),1599000,Kayseri - Kocasinan - Ertuğrul Gazi Mahallesi,Kayseri,3,Ertuğrul Gazi Mahallesi
11-15,4,1,Konut,90,2+1,4.Kat,Kombi Doğalgaz,900000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,4,Gesi Fatih Mahallesi
0 (Yeni),2,0,Konut,165,5+1,Villa Tipi,Kombi Doğalgaz,9000000,Kayseri - Melikgazi - Becen Mahallesi,Kayseri,4,Becen Mahallesi
0 (Yeni),2,0,Konut,165,5+1,Villa Tipi,Kombi Doğalgaz,9000000,Kayseri - Melikgazi - Becen Mahallesi,Kayseri,4,Becen Mahallesi
0 (Yeni),10,2,Konut,160,3+1,4.Kat,Merkezi (Pay Ölçer),1780000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Kayseri,4,İldem Cumhuriyet Mahallesi
0 (Yeni),10,0,Konut,135,3.5+1,1.Kat,Merkezi (Pay Ölçer),1450000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,4,Gesi Fatih Mahallesi
4,7,1,Konut,130,3+1,7.Kat,Kombi Doğalgaz,1650000,Kayseri - Melikgazi - Şirintepe Mahallesi,Kayseri,4,Şirintepe Mahallesi
11-15,15,2,Konut,120,3+1,13.Kat,Merkezi Doğalgaz,935000,Kayseri - Melikgazi - Şirintepe Mahallesi,Kayseri,4,Şirintepe Mahallesi
0 (Yeni),14,0,Konut,150,4+1,6.Kat,Merkezi (Pay Ölçer),3600000,Kayseri - Kocasinan - Yakut Mahallesi,Kayseri,3,Yakut Mahallesi
0 (Yeni),7,0,Konut,125,3+1,3.Kat,Merkezi (Pay Ölçer),1650000,Kayseri - Kocasinan - Osmangazi Mahallesi,Kayseri,3,Osmangazi Mahallesi
2,2,2,Konut,180,5+1,Düz Giriş,Kombi Doğalgaz,7900000,Kayseri - Melikgazi - Eğribucak Mahallesi,Kayseri,4,Eğribucak Mahallesi
5-10,13,1,Konut,190,4+1,6.Kat,Merkezi Doğalgaz,3075000,Kayseri - Melikgazi - Köşk Mahallesi,Kayseri,4,Köşk Mahallesi
0 (Yeni),5,0,Konut,145,3.5+1,5.Kat,Kombi Doğalgaz,1400000,Kayseri - Melikgazi - Fatih Mahallesi,Kayseri,4,Fatih Mahallesi
3,2,2,Konut,250,3.5+1,Villa Tipi,Kombi Doğalgaz,6750000,Kayseri - Melikgazi - Eğribucak Mahallesi,Kayseri,4,Eğribucak Mahallesi
4,3,0,Konut,60,1+1,3.Kat,Kombi Doğalgaz,670000,Kayseri - Melikgazi - Demokrasi Mahallesi,Kayseri,4,Demokrasi Mahallesi
0 (Yeni),13,0,Konut,200,4+1,4.Kat,Merkezi (Pay Ölçer),3550000,Kayseri - Kocasinan - Ertuğrul Gazi Mahallesi,Kayseri,3,Ertuğrul Gazi Mahallesi
0 (Yeni),10,0,Konut,100,3+0,4.Kat,Merkezi (Pay Ölçer),1680000,Kayseri - Kocasinan - Beyazşehir Mahallesi,Kayseri,3,Beyazşehir Mahallesi
0 (Yeni),11,0,Konut,140,4+1,2.Kat,Merkezi (Pay Ölçer),2999000,Kayseri - Kocasinan - Sancaktepe Mahallesi,Kayseri,3,Sancaktepe Mahallesi
0 (Yeni),10,0,Konut,110,2+1,1.Kat,Merkezi (Pay Ölçer),195000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,4,Yeşilyurt Mahallesi
21 Ve Üzeri,2,0,Konut,95,2+1,Düz Giriş,Kombi Doğalgaz,2750000,Kayseri - Melikgazi - Esenyurt Mahallesi,Kayseri,4,Esenyurt Mahallesi
21 Ve Üzeri,3,2,Konut,110,3+1,2.Kat,Sobalı,950000,Kayseri - Melikgazi - Esenyurt Mahallesi,Kayseri,4,Esenyurt Mahallesi
0 (Yeni),7,0,Konut,75,2+1,6.Kat,Merkezi (Pay Ölçer),1250000,Kayseri - Melikgazi - Battalgazi Mahallesi,Kayseri,4,Battalgazi Mahallesi
0 (Yeni),1,0,Konut,70,2+1,Düz Giriş,Isıtma Yok,2750000,Kayseri - Melikgazi - Sarımsaklı Mahallesi,Kayseri,4,Sarımsaklı Mahallesi
4,5,1,Konut,85,2+1,5.Kat,Merkezi Doğalgaz,1075000,Kayseri - Melikgazi - Demokrasi Mahallesi,Kayseri,4,Demokrasi Mahallesi
0 (Yeni),2,0,Konut,250,6+1,Düz Giriş,Kombi Doğalgaz,6750000,Kayseri - Kocasinan - Ertuğrul Gazi Mahallesi,Kayseri,3,Ertuğrul Gazi Mahallesi
0 (Yeni),9,0,Konut,100,2.5+1,1.Kat,Merkezi (Pay Ölçer),1320000,Kayseri - Kocasinan - Şeker Mahallesi,Kayseri,3,Şeker Mahallesi
0 (Yeni),12,0,Konut,110,3+1,1.Kat,Merkezi Doğalgaz,1750000,Kayseri - Kocasinan - Mithatpaşa Mahallesi,Kayseri,3,Mithatpaşa Mahallesi
3,9,1,Konut,70,2+1,2.Kat,Merkezi (Pay Ölçer),1450000,Kayseri - Kocasinan - Şeker Mahallesi,Kayseri,3,Şeker Mahallesi
0 (Yeni),5,0,Konut,135,3+1,1.Kat,Kombi Doğalgaz,1390000,Kayseri - Melikgazi - Şirintepe Mahallesi,Kayseri,4,Şirintepe Mahallesi
21 Ve Üzeri,35,1,Konut,80,2+1,Yüksek Bodrum,Kombi Doğalgaz,650000,Kayseri - Kocasinan - Sahabiye Mahallesi,Kayseri,3,Sahabiye Mahallesi
1,9,0,Konut,120,3+1,5.Kat,Merkezi (Pay Ölçer),1720000,Kayseri - Melikgazi - Kazımkarabekir Mahallesi,Kayseri,4,Kazımkarabekir Mahallesi
0 (Yeni),2,0,Konut,150,4+1,Düz Giriş,Kombi Doğalgaz,4999000,Kayseri - Melikgazi - Becen Mahallesi,Kayseri,4,Becen Mahallesi
4,11,2,Konut,170,4+1,8.Kat,Merkezi (Pay Ölçer),2550000,Kayseri - Melikgazi - Yeniköy Mahallesi,Kayseri,4,Yeniköy Mahallesi
5-10,12,0,Konut,120,3+1,12.Kat,Merkezi Doğalgaz,1350000,Kayseri - Kocasinan - Beyazşehir Mahallesi,Kayseri,3,Beyazşehir Mahallesi
1,4,0,Konut,110,3+1,Düz Giriş,Merkezi (Pay Ölçer),1200000,Kayseri - Kocasinan - Oruçreis Mahallesi,Kayseri,3,Oruçreis Mahallesi
16-20,9,2,Konut,120,3+1,9.Kat,Merkezi Doğalgaz,1375000,Kayseri - Melikgazi - Tınaztepe Mahallesi,Kayseri,4,Tınaztepe Mahallesi
5-10,9,0,Konut,100,3+1,9.Kat,Kombi Doğalgaz,1050000,Kayseri - Melikgazi - Selimiye Mahallesi,Kayseri,4,Selimiye Mahallesi
21 Ve Üzeri,4,1,Konut,135,2+1,1.Kat,Kat Kaloriferi,780000,Kayseri - Kocasinan - Mimarsinan Mahallesi,Kayseri,3,Mimarsinan Mahallesi
11-15,12,0,Konut,132,3+1,4.Kat,Merkezi Doğalgaz,1295000,Kayseri - Melikgazi - Gesi Fatih Mahallesi,Kayseri,4,Gesi Fatih Mahallesi
4,2,2,Konut,180,3+1,Düz Giriş,Kombi Doğalgaz,4000000,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,Kayseri,4,İldem Cumhuriyet Mahallesi
0 (Yeni),12,0,Konut,100,2+1,5.Kat,Merkezi (Pay Ölçer),1650000,Kayseri - Melikgazi - Yeşilyurt Mahallesi,Kayseri,4,Yeşilyurt Mahallesi
0 (Yeni),8,0,Konut,130,3+1,2.Kat,Kombi Doğalgaz,1475000,Kayseri - Melikgazi - Şirintepe Mahallesi,Kayseri,4,Şirintepe Mahallesi
3,12,1,Konut,135,3+1,5.Kat,Merkezi (Pay Ölçer),1475000,Kayseri - Melikgazi - Tavlusun Mahallesi,Kayseri,4,Tavlusun Mahallesi
5-10,11,0,Konut,160,3+1,2.Kat,Merkezi Doğalgaz,2350000,Kayseri - Kocasinan - Yakut Mahallesi,Kayseri,3,Yakut Mahallesi
