İlan Numarası,İlan Güncelleme Tarihi,Kategorisi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Yapı Durumu,Eşya Durumu,Banyo Sayısı,İlan Oluşturma Tarihi,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,Krediye Uygunluk,Site İçerisinde,Takas,Fiyat Durumu,Kategori,Konumu,Fiyat,İlan Açıklaması
13347204,26 Temmuz 2023,Satılık,175 M2,11-15,10,Mülk Sahibi Oturuyor,,Boş,2,03 Haziran 2023,Konut,140 M2,3+1,3.Kat,Kombi Doğalgaz,,Evet,Yok,Genel Fiyat,Daire,Kayseri - Talas - Yenidoğan Mahallesi,"1,599,000",
13347658,03 Ağustos 2023,Satılık,165 M2,0 (Yeni),10,Boş,,Boş,2,03 Haziran 2023,Konut,135 M2,3+1,6.Kat,Merkezi (Pay Ölçer),,Hayır,Var,Genel Fiyat,Daire,Kayseri - Kocasinan - Mithatpaşa Mahallesi,"2,050,000",
13348207,03 Haziran 2023,Satılık,110 M2,0 (Yeni),5,Boş,Yapım Aşamasında,Boş,2,03 Haziran 2023,Konut,85 M2,2+1,1.Kat,Kombi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Develi - Yeni Mahallesi,"1,250,000",
13348221,15 Haziran 2023,Satılık,600 M2,5-10,3,Boş,İkinci El,,2,03 Haziran 2023,Konut,440 M2,5+1,,Kombi Doğalgaz,Krediye Uygun Değil,Hayır,,Genel Fiyat,Villa,Kayseri - Talas - Yukarı Mahallesi,"10,500,000",
13347656,14 Haziran 2023,Satılık,175 M2,0 (Yeni),10,Boş,,Boş,2,03 Haziran 2023,Konut,135 M2,3+1,3.Kat,Merkezi (Pay Ölçer),,Hayır,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - Şirintepe Mahallesi,"1,750,000",
13348311,03 Haziran 2023,Satılık,140 M2,0 (Yeni),6,Boş,Yapım Aşamasında,Boş,2,03 Haziran 2023,Konut,118 M2,3+1,5.Kat,Kombi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Develi - Yeni Mahallesi,"2,250,000",
13349085,03 Haziran 2023,Satılık,170 M2,11-15,4,Mülk Sahibi Oturuyor,,,1,03 Haziran 2023,Konut,135 M2,3+1,3.Kat,Kombi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Kocasinan - Zümrüt Mahallesi,"1,450,000",Zümrüt mahallesinin en güzel yeri Bireysel kombili aidat derdi yok Herkesin kendi dairesine ait bina aşasında sıgınagı vardır İçerisi full yapılı Banyo-wc vestiyer ters tavanlar gergi tavanlar komple yapılı ev Çift balkonlu balkonun biri kapalı birisi açık Çok büyük L şeklinde balkonu vardır Emlakcı vs değiliz kendi mülkümdür
13349055,05 Ağustos 2023,Satılık,90 M2,0 (Yeni),4,Boş,Yapım Aşamasında,Boş,1,03 Haziran 2023,Konut,70 M2,2+1,1.Kat,Kombi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Develi - Harman Mahallesi,"1,200,000",
13350684,05 Haziran 2023,Satılık,150 M2,11-15,12,Boş,İkinci El,,1,04 Haziran 2023,Konut,125 M2,3+1,5.Kat,Merkezi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Yıldırım Beyazıt Mahallesi,"1,550,000",
13350030,11 Haziran 2023,Satılık,175 M2,11-15,13,Mülk Sahibi Oturuyor,İkinci El,Eşyalı,1,03 Haziran 2023,Konut,135 M2,3+1,13.Kat,Merkezi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Kocasinan - Barbaros Mahallesi,"1,250,000",Full yapılı daire satılık daire takas olur Eskişehir bağları 3 katlı 4 katlı ile olur
13349305,12 Temmuz 2023,Satılık,135 M2,16-20,15,Kiracı Oturuyor,,,1,03 Haziran 2023,Konut,100 M2,3+1,2.Kat,Merkezi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"1,200,000",Talas mevlana mahallesi Turgut Özal Bulvarında sahra galip özsan ilköğretim okulu tramvay yanında harika konumlu 3+1 135m2 4.kat KB cepheli mesken ruhsatı alınmış temiz daire
13350794,04 Ağustos 2023,Satılık,175 M2,4,14,Boş,,Boş,1,04 Haziran 2023,Konut,130 M2,3+1,14.Kat,Merkezi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Gesi Fatih Mahallesi,"1,780,000",
13349411,25 Temmuz 2023,Satılık,240 M2,21 Ve Üzeri,2,Mülk Sahibi Oturuyor,İkinci El,,3,03 Haziran 2023,Konut,228 M2,5+1,2.Kat,Kombi Doğalgaz,,Hayır,,Genel Fiyat,Daire,Kayseri - Melikgazi - Esenyurt Mahallesi,"2,750,000",
13355570,03 Ağustos 2023,Satılık,110 M2,0 (Yeni),9,Boş,,Boş,2,05 Haziran 2023,Konut,90 M2,2+1,4.Kat,Kombi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Talas - Bahçelievler Mahallesi,"1,450,000",
13351456,18 Temmuz 2023,Satılık,230 M2,5-10,12,Mülk Sahibi Oturuyor,,Boş,2,04 Haziran 2023,Konut,210 M2,4+1,Yüksek Giriş,Merkezi (Pay Ölçer),,Hayır,Var,Genel Fiyat,Daire,Kayseri - Talas - Yenidoğan Mahallesi,"2,090,000",
13351141,04 Haziran 2023,Satılık,120 M2,5-10,14,Boş,,Boş,1,04 Haziran 2023,Konut,90 M2,2.5+1,8.Kat,Merkezi (Pay Ölçer),,Evet,Yok,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"1,390,000",
13351753,04 Haziran 2023,Satılık,185 M2,0 (Yeni),14,Boş,Sıfır,,2,04 Haziran 2023,Konut,140 M2,3+1,12.Kat,Merkezi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Kocasinan - Sancaktepe Mahallesi,"1,890,000",
13350795,04 Ağustos 2023,Satılık,175 M2,4,13,Kiracı Oturuyor,İkinci El,Boş,2,04 Haziran 2023,Konut,130 M2,3+1,5.Kat,Merkezi (Pay Ölçer),,Hayır,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - Yeşilyurt Mahallesi,"1,775,000",
13351871,29 Temmuz 2023,Satılık,155 M2,0 (Yeni),11,Boş,Sıfır,,1,04 Haziran 2023,Konut,115 M2,3+1,9.Kat,Merkezi (Pay Ölçer),,Hayır,Var,Genel Fiyat,Daire,Kayseri - Talas - Bahçelievler Mahallesi,"2,400,000",
13351974,16 Haziran 2023,Satılık,120 M2,0 (Yeni),10,Boş,Yapım Aşamasında,Boş,1,04 Haziran 2023,Konut,100 M2,2+1,5.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,Hayır,Yok,Genel Fiyat,Kooperatif,Kayseri - Kocasinan - Cırgalan Mahallesi,"230,000",
13352981,05 Ağustos 2023,Satılık,175 M2,0 (Yeni),14,Boş,Sıfır,,2,04 Haziran 2023,Konut,140 M2,3+1,1.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,"2,100,000",
13354026,04 Haziran 2023,Satılık,115 M2,21 Ve Üzeri,2,Boş,İkinci El,Boş,1,04 Haziran 2023,Konut,110 M2,3+1,2.Kat,Kombi Doğalgaz,,Hayır,Yok,Birim Fiyat,Daire,Kayseri - Develi - Aşağıeverek Mahallesi,"1,200,000",Müstakil girişli ikinci kat ev 4 cephesi açık park karşısı yeşil evler cami çaprazında Develi Gross karşısında yer alıyor her yere ulaşımı çok kolay
13351472,12 Haziran 2023,Satılık,80 M2,5-10,8,Boş,,Boş,1,04 Haziran 2023,Konut,65 M2,1+1,5.Kat,Merkezi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Talas - Mevlana Mahallesi,"875,000",
13354361,05 Ağustos 2023,Satılık,175 M2,11-15,13,Kiracı Oturuyor,İkinci El,Boş,2,04 Haziran 2023,Konut,135 M2,3+1,2.Kat,Merkezi (Pay Ölçer),,Evet,Yok,Genel Fiyat,Daire,Kayseri - Talas - Yenidoğan Mahallesi,"1,550,000",
13358454,06 Haziran 2023,Satılık,175 M2,0 (Yeni),9,Boş,Sıfır,,2,05 Haziran 2023,Konut,130 M2,3+1,5.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Bahçelievler Mahallesi,"1,600,000",
13358426,06 Haziran 2023,Satılık,160 M2,1,12,Kiracı Oturuyor,İkinci El,Eşyalı,2,05 Haziran 2023,Konut,130 M2,3+1,2.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Kocasinan - Beyazşehir Mahallesi,"1,325,000",
13358415,01 Ağustos 2023,Satılık,175 M2,0 (Yeni),13,Boş,,,2,05 Haziran 2023,Konut,135 M2,3+1,1.Kat,Merkezi (Pay Ölçer),,Hayır,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - Mimarsinan Mahallesi,"1,620,000",
13358529,07 Temmuz 2023,Satılık,185 M2,0 (Yeni),7,Boş,Sıfır,,2,05 Haziran 2023,Konut,155 M2,3+1,5.Kat,Kombi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - Mimarsinan Mahallesi,"1,695,000",
13358519,24 Temmuz 2023,Satılık,165 M2,5-10,14,Kiracı Oturuyor,İkinci El,Eşyalı,2,05 Haziran 2023,Konut,135 M2,3+1,10.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Gesi Fatih Mahallesi,"1,950,000",
13333032,01 Haziran 2023,Satılık,130 M2,21 Ve Üzeri,2,Boş,,Boş,1,01 Haziran 2023,Konut,95 M2,2+1,,Kombi Doğalgaz,Krediye Uygun,Hayır,Yok,Genel Fiyat,Müstakil Ev,Kayseri - Melikgazi - Esenyurt Mahallesi,"2,750,000",
13333033,13 Haziran 2023,Satılık,210 M2,0 (Yeni),14,Boş,,Boş,2,01 Haziran 2023,Konut,150 M2,4+1,3.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Gesi Fatih Mahallesi,"3,300,000",
13352979,05 Ağustos 2023,Satılık,65 M2,5-10,4,Boş,,,1,04 Haziran 2023,Konut,60 M2,2+1,2.Kat,Merkezi Doğalgaz,,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Demokrasi Mahallesi,"820,000",
13358503,06 Haziran 2023,Satılık,210 M2,0 (Yeni),2,Boş,Sıfır,,2,05 Haziran 2023,Konut,180 M2,4+1,,Kombi Doğalgaz,Krediye Uygun,Hayır,Var,Genel Fiyat,Villa,Kayseri - Melikgazi - Gesi Fatih Mahallesi,"5,750,000",
13333503,01 Haziran 2023,Satılık,175 M2,0 (Yeni),10,Boş,,Boş,2,01 Haziran 2023,Konut,140 M2,3+1,2.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Kocasinan - Mithatpaşa Mahallesi,"1,693,000",
13333035,01 Haziran 2023,Satılık,175 M2,0 (Yeni),10,Boş,,Boş,2,01 Haziran 2023,Konut,135 M2,3+1,3.Kat,Merkezi (Pay Ölçer),,Hayır,Yok,Genel Fiyat,Daire,Kayseri - Melikgazi - Bahçelievler Mahallesi,"1,800,000","​RE/﻿MAX﻿ FORUM, SAHABİYE MAH.AÇIK SOK.NO:10:D  Kocasinan/Kayseri, Doğru Zaman, Doğru Fiyat, Hızlı Sonuç, DETAYLI BİLGİ İÇİN ARAYINIZ, GAYRİMENKULLERİNİZ İÇİN ÜCRETSİZ FİYAT ANALİZİ VE SİZE ÖZEL PAZARLAMA FAALİYETLERİ İÇİN İLETİŞİME GEÇMENİZ YETERLİDİR., DÜNYADA HİÇ KİMSE REMAX 'TAN DAHA FAZLA GAYRİMENKUL SATMIYOR!, 1973 yılında kurulan RE/MAX, bugün dünyada en çok gayrimenkul satışı gerçekleştiren kurumudur. 97 Ülkede, yaklaşık 6.500 Civarı Ofisi ve 100.000'e yakın Gayrimenkul Danışmanı bulunmaktadır. Kayseri RE/MAX Forum Ofisimizde 20 Profesyonel danışmanla, ülkemizde ve KKTC’de toplam 278 Ofisle sizlere kaliteli, güvenilir ve hızlı hizmet vermektedir."
13333348,01 Haziran 2023,Satılık,165 M2,5-10,14,Boş,,Boş,2,01 Haziran 2023,Konut,145 M2,3+1,13.Kat,Merkezi Doğalgaz,,Hayır,Var,Genel Fiyat,Daire,Kayseri - Melikgazi - İldem Cumhuriyet Mahallesi,"1,354,000",
