Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Yapı Durumu,Eşya Durumu,Banyo Sayısı,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,Site İçerisinde,Kategori,Fiyat,İlan Açıklaması,Şehir,İlçe,Mahalle
170,5-10,13,Mülk Sahibi Oturuyor,,,2,Konut,150,3+1,8.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1539000,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
130,0 (Yeni),12,Boş,,,1,Konut,120,3+1,5.Kat,Merkezi Doğalgaz,Hayır,Daire,375000,İLDEM f 3+1 yesilyurt tercihli hissemiz satliktir .Kira öder gibi ev sahibi olun Banka krediye faize bulaşmadan,Kayseri,Melikgazi,Yeşilyurt Mahallesi
125,21 Ve Üzeri,3,Mülk Sahibi Oturuyor,,,1,Konut,100,3+1,3.Kat,Sobalı,Hayır,Daire,775000,,Kayseri,Melikgazi,Kılıçaslan Mahallesi
175,0 (Yeni),13,Boş,Sıfır,,2,Konut,128,3+1,3.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2200000,,Kayseri,Kocasinan,Osmangazi Mahallesi
125,0 (Yeni),12,Boş,,,1,Konut,110,2+1,4.Kat,Merkezi Doğalgaz,Hayır,Daire,260000,,Kayseri,Melikgazi,Tavlusun Mahallesi
175,5-10,14,Kiracı Oturuyor,İkinci El,Boş,2,Konut,150,3+1,13.Kat,Kat Kaloriferi,Evet,Daire,1850000,""" style=""text-align: right; font-size: medium;"">Telefon numarasını göster",Kayseri,Melikgazi,Gesi Fatih Mahallesi
210,0 (Yeni),2,Boş,,,4,Konut,198,4.5+1,,Kombi Doğalgaz,Hayır,Villa,6750000,,Kayseri,Melikgazi,Gesi Mahallesi
170,3,14,Boş,,,2,Konut,135,3+1,13.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2300000,,Kayseri,Talas,Mevlana Mahallesi
85,5-10,5,Kiracı Oturuyor,,,1,Konut,65,2+1,1.Kat,Merkezi (Pay Ölçer),Hayır,Daire,784000,,Kayseri,Melikgazi,Demokrasi Mahallesi
80,3,3,Kiracı Oturuyor,İkinci El,,1,Konut,65,1+1,1.Kat,Kombi Doğalgaz,Hayır,Daire,1095000,,Kayseri,Kocasinan,Şeker Mahallesi
220,11-15,5,Boş,,,2,Konut,200,4+2,5.Kat,Kombi Doğalgaz,Hayır,Daire,3250000,,Kayseri,Talas,Kiçiköy Mahallesi
165,11-15,8,Mülk Sahibi Oturuyor,,Boş,1,Konut,132,3+1,1.Kat,Kombi Doğalgaz,Hayır,Daire,1200000,,Kayseri,Melikgazi,Demokrasi Mahallesi
165,0 (Yeni),12,Boş,,,2,Konut,120,3+1,2.Kat,Merkezi (Pay Ölçer),Hayır,Daire,340000,,Kayseri,Melikgazi,Bahçelievler Mahallesi
110,0 (Yeni),5,Boş,,,1,Konut,87,2+1,1.Kat,Merkezi Doğalgaz,Hayır,Daire,950000,,Kayseri,Melikgazi,Bahçelievler Mahallesi
90,0 (Yeni),15,Boş,,,1,Konut,70,2+1,7.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1795000,,Kayseri,Kocasinan,Şeker Mahallesi
110,4,6,Kiracı Oturuyor,İkinci El,Boş,1,Konut,85,2+1,Yüksek Giriş,Merkezi (Pay Ölçer),Evet,Daire,1250000,,Kayseri,Melikgazi,Bahçelievler Mahallesi
175,5-10,11,Kiracı Oturuyor,,,2,Konut,135,3+1,4.Kat,Merkezi Doğalgaz,Hayır,Daire,1550000,,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
140,0 (Yeni),12,Boş,,,2,Konut,120,3+1,6.Kat,Merkezi (Pay Ölçer),Hayır,Daire,585000,,Kayseri,Melikgazi,Bahçelievler Mahallesi
115,0 (Yeni),5,Boş,,,1,Konut,88,2+1,Düz Giriş (Zemin),Merkezi Doğalgaz,Hayır,Daire,1315000,,Kayseri,Melikgazi,Bahçelievler Mahallesi
195,5-10,10,Boş,,,3,Konut,170,4+1,6.Kat,Merkezi (Pay Ölçer),Hayır,Daire,5250000,,Kayseri,Kocasinan,Erciyesevler Mahallesi
160,0 (Yeni),12,Boş,,,2,Konut,125,3+1,3.Kat,Merkezi Doğalgaz,Hayır,Kooperatif,325000,,Kayseri,Kocasinan,Ahi Evran Mahallesi
165,0 (Yeni),12,Boş,,,2,Konut,135,4+1,6.Kat,Merkezi Doğalgaz,Hayır,Kooperatif,625000,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
165,0 (Yeni),5,Boş,,,3,Konut,123,3+1,1.Kat,Kombi Doğalgaz,Hayır,Daire,1850000,,Kayseri,Kocasinan,Yavuz Selim Mahallesi
175,5-10,10,Boş,,,2,Konut,140,3+1,1.Kat,Merkezi Doğalgaz,Hayır,Daire,2230000,"Hava alanı yolu üzeri 3+1 ,kombili gb cephe site içerisinde, açık kapalı kapalı otopark çocuk bahcelidir daha fazla bilgi için telefondan arayiniz",Kayseri,Kocasinan,Hoca Ahmet Yesevi Mahallesi
165,5-10,11,Boş,,,2,Konut,135,3+1,4.Kat,Merkezi Doğalgaz,Hayır,Daire,1745000,,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
175,5-10,12,Boş,,,2,Konut,140,3+1,1.Kat,Merkezi Doğalgaz,Hayır,Daire,2230000,Hava alanı yolu üzerinde kombili 3+1 vb cephe site içerisinde,Kayseri,Kocasinan,Hoca Ahmet Yesevi Mahallesi
65,5-10,3,Boş,,,1,Konut,60,1+1,3.Kat,Kombi Doğalgaz,Hayır,Daire,680000,"Toki 8 etap demokrasi mahallesinde 1+1 sıfır boyalı, hiç oturulmamis dairemiz, Tapulu olup krediye uygundur, 3 kat gb cepheli konum ve lokasyonu güzeldir, Daha fazla bilgi için telefondan arayınız",Kayseri,Melikgazi,Demokrasi Mahallesi
165,11-15,11,Kiracı Oturuyor,,Boş,1,Konut,135,3+1,2.Kat,Merkezi Doğalgaz,Evet,Daire,1120000,"SÖZLEŞMELİ MÜLKÜMÜZ OLUP TEK YETKİLİ RE/MAX SÖZ'DÜR, RE/MAX SÖZ, DÜNYADA HİÇ KİMSE REMAX 'TAN DAHA FAZLA GAYRİMENKUL SATMIYOR!, 1973 yılında kurulan RE/MAX, bugün dünyada en çok gayrimenkul satışı gerçekleştiren kurumudur. 97 Ülkede, yaklaşık 6.500 Civarı Ofisi ve 100.000'e yakın Gayrimenkul Danışmanı bulunmaktadır. Kayseri RE/MAX SÖZ Ofisimizde 20 Profesyonel danışmanla, ülkemizde ve KKTC’de toplam 278 Ofisle sizlere kaliteli, güvenilir ve hızlı hizmet vermektedir.",Kayseri,Melikgazi,Bahçelievler Mahallesi
160,5-10,12,Boş,,Boş,1,Konut,128,3+1,2.Kat,Merkezi Doğalgaz,Hayır,Daire,1675000,,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
300,11-15,3,Boş,,Boş,2,Konut,240,5+1,,Kombi Doğalgaz,Hayır,Villa,4650000,,Kayseri,Melikgazi,Gesi Mahallesi
95,0 (Yeni),2,Boş,,,1,Konut,75,2+1,2.Kat,Kombi Doğalgaz,Hayır,Daire,1750000,,Kayseri,Melikgazi,Gesi Mahallesi
220,11-15,14,Boş,,,2,Konut,160,4+1,12.Kat,Kombi Doğalgaz,Hayır,Daire,2075000,Talas mevlana mahallesi Mehmet Timuçin caddesinde tramvaya cephe üniversiteler cafeler kurumsal marketler yanında harika konmulu içi ekstra yapılı 4+1 220m2 12.kat Kombili lüks daire,Kayseri,Talas,Mevlana Mahallesi
160,0 (Yeni),10,Boş,,,1,Konut,140,3+1,5.Kat,Merkezi Doğalgaz,Hayır,Daire,1565000,"Erkilet Ertugrul Gazi Mahallesinde bulvara sıfır gb cephe merkezi ısınma 5.kat dairemiz satılıktır, Konum lokasyon olarak güzel olup Cumhuriyet Meydanına 8 dk dır, Hava alanı şehir hastanesi ve avm lere 5 dakikadır ve krediye uygundur, Daha fazla bilgi için telefondan arayınız",Kayseri,Kocasinan,Ertuğrul Gazi Mahallesi
185,16-20,9,Mülk Sahibi Oturuyor,İkinci El,,2,Konut,135,3+1,1.Kat,Merkezi Doğalgaz,Hayır,Daire,1450000,,Kayseri,Melikgazi,Esenyurt Mahallesi
150,16-20,9,Kiracı Oturuyor,,Boş,1,Konut,120,3+1,3.Kat,Merkezi Doğalgaz,Evet,Daire,1350000,,Kayseri,Melikgazi,Esentepe Mahallesi
65,4,4,Boş,,Boş,1,Konut,60,1+1,2.Kat,Kombi Doğalgaz,Hayır,Daire,680000,,Kayseri,Melikgazi,Demokrasi Mahallesi
165,5-10,14,Kiracı Oturuyor,,Boş,1,Konut,145,3+1,9.Kat,Merkezi Doğalgaz,Hayır,Daire,1525000,,Kayseri,Talas,Mevlana Mahallesi
175,5-10,10,Kiracı Oturuyor,,Boş,2,Konut,155,3+1,5.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1500000,,Kayseri,Melikgazi,Gökkent Mahallesi
225,5-10,13,Boş,,Boş,1,Konut,185,6+1,13.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2175000,,Kayseri,Kocasinan,Uğurevler Mahallesi
145,16-20,1,Mülk Sahibi Oturuyor,,Boş,1,Konut,120,3+1,,Sobalı,Hayır,Müstakil Ev,830000,,Kayseri,Kocasinan,Yenidoğan Mahallesi
200,0 (Yeni),14,Boş,,Boş,2,Konut,160,4+1,11.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2450000,,Kayseri,Kocasinan,Seyrani Mahallesi
150,0 (Yeni),1,Boş,,Boş,1,Konut,149,3+1,,Isıtma Yok,Hayır,Müstakil Ev,1250000,,Kayseri,Talas,Kepez Mahallesi
100,0 (Yeni),5,Boş,,Boş,1,Konut,85,2+1,Kot 1 (-1).Kat,Merkezi (Pay Ölçer),Hayır,Daire,1150000,,Kayseri,Melikgazi,Tavlusun Mahallesi
175,5-10,11,Boş,,Boş,2,Konut,140,3+1,1.Kat,Kombi Doğalgaz,Hayır,Daire,2230000,,Kayseri,Kocasinan,Seyrani Mahallesi
165,5-10,13,Kiracı Oturuyor,,Boş,1,Konut,135,3+1,1.Kat,Kombi Doğalgaz,Hayır,Daire,1275000,,Kayseri,Talas,Mevlana Mahallesi
165,0 (Yeni),14,Boş,,Boş,2,Konut,135,3+1,13.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1575000,,Kayseri,Kocasinan,Saray Bosna Mahallesi
140,5-10,12,Mülk Sahibi Oturuyor,,Boş,1,Konut,120,3+1,8.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1450000,,Kayseri,Melikgazi,19 Mayıs Mahallesi
180,0 (Yeni),14,Boş,,Boş,2,Konut,126,3+1,13.Kat,Merkezi (Pay Ölçer),Hayır,Daire,3499000,,Kayseri,Talas,Mevlana Mahallesi
152,0 (Yeni),11,Boş,,Boş,2,Konut,110,3+1,11.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2670000,,Kayseri,Kocasinan,Sancaktepe Mahallesi
130,21 Ve Üzeri,4,Boş,,Boş,1,Konut,100,3+1,4.Kat,Kombi Doğalgaz,Hayır,Daire,1300000,,Kayseri,Kocasinan,Sümer Mahallesi
170,5-10,9,Mülk Sahibi Oturuyor,,Boş,1,Konut,135,3+1,9.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1700000,,Kayseri,Kocasinan,Uğurevler Mahallesi
106,0 (Yeni),10,Boş,,Boş,2,Konut,75,2+1,2.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1525000,4. KAT GÜNEY-BATI CEPHE,Kayseri,Kocasinan,Sancaktepe Mahallesi
185,0 (Yeni),10,Boş,Sıfır,Boş,2,Konut,135,3+1,4.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1875000,,Kayseri,Kocasinan,Zümrüt Mahallesi
185,0 (Yeni),8,Boş,Sıfır,Boş,2,Konut,135,3+1,5.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2850000,,Kayseri,Kocasinan,Uğurevler Mahallesi
145,11-15,5,Mülk Sahibi Oturuyor,İkinci El,Boş,1,Konut,125,3+1,4.Kat,Kombi Doğalgaz,Hayır,Daire,1250000,,Kayseri,Melikgazi,Altınoluk Mahallesi
165,1,15,Boş,Sıfır,Boş,2,Konut,115,3+1,6.Kat,Merkezi Doğalgaz,Hayır,Daire,1595000,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
175,4,2,Mülk Sahibi Oturuyor,İkinci El,Boş,2,Konut,150,3+1,,Kombi Doğalgaz,Hayır,Villa,2500000,,Kayseri,Develi,Zile Mahallesi
185,0 (Yeni),10,Boş,,Boş,2,Konut,145,4+1,2.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2150000,MYK BELGE NO:TMN0088/25UY03,Kayseri,Melikgazi,Bahçelievler Mahallesi
188,4,14,Mülk Sahibi Oturuyor,,Boş,2,Konut,150,3.5+1,2.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2140000,,Kayseri,Talas,Mevlana Mahallesi
195,0 (Yeni),2,Boş,Yapım Aşamasında,,2,Konut,165,5+1,,Kombi Doğalgaz,Hayır,Villa,9000000,,Kayseri,Melikgazi,Becen Mahallesi
185,5-10,4,Kiracı Oturuyor,,,2,Konut,145,3.5+1,1.Kat,Kombi Doğalgaz,Hayır,Daire,1700000,"Özel mimari ve tasarım, 3+1+1 şeklinde oda, 3 cephe bkd olmak üzere, Ferdi kombi (Bosch marka), Mutfak içerisinde özel yemek odası, Kısmî Kayseri manzarası kot farkindan, 185 m² bürüt neti 145 m², 2 banyo, 2 WC, 3 balkon, Açik otoparki, Bodrum üzeri geçiyor ama 2. Kat yüksekliğinde, Pazarlık mevcuttur yüz yüze..., %2 hizmet bedelimiz vardır., Tapu kanunen yarı yarıyadır, Krediye uygundur, okul, cami ve aliş veriş merkezine yakındır..., Komşulari sessiz sakin kimselerdir, Sunum ve görmek için arayınız, Kiracılıdır. Satıs gerçekleştiği takdirde tahliyesi kabul etmiştir, Dış yalıtımı yapılmıştır, Lokasyonu ve mimarisi ile özeldir",Kayseri,Hacılar,Akdam Mahallesi
130,11-15,10,Boş,İkinci El,Boş,1,Konut,110,3+1,10.Kat,Kat Kaloriferi,Hayır,Daire,1125000,,Kayseri,Kocasinan,Beyazşehir Mahallesi
120,0 (Yeni),10,Boş,,Boş,1,Konut,100,2+1,5.Kat,Merkezi (Pay Ölçer),Hayır,Daire,265000,,Kayseri,Talas,Mevlana Mahallesi
155,1,9,Boş,,Boş,1,Konut,130,3+1,5.Kat,Merkezi Doğalgaz,Hayır,Daire,1595000,,Kayseri,Kocasinan,Ertuğrul Gazi Mahallesi
170,0 (Yeni),14,Boş,,Boş,2,Konut,130,3+1,1.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1600000,,Kayseri,Melikgazi,Esentepe Mahallesi
195,0 (Yeni),2,Boş,Yapım Aşamasında,,2,Konut,165,5+1,,Kombi Doğalgaz,Hayır,Villa,9050000,,Kayseri,Melikgazi,Becen Mahallesi
80,21 Ve Üzeri,8,Mülk Sahibi Oturuyor,,,1,Konut,70,1+1,Düz Giriş (Zemin),Merkezi Doğalgaz,Hayır,Daire,748000,HAKAN TAŞHAN EMLAK OFİSİNDEN SAHABİYE BOZANTI CADDESİNDE PARK CEPHELİ 1+1 ZEMİNKAT KONUMU ÇARŞIYA YÜRÜME MESAFESİNDEDİR,Kayseri,Kocasinan,Sahabiye Mahallesi
165,5-10,12,Kiracı Oturuyor,İkinci El,,2,Konut,135,3+1,9.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1610000,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
165,5-10,12,Boş,,Boş,1,Konut,130,3+1,7.Kat,Kombi Doğalgaz,Evet,Daire,1380000,,Kayseri,Kocasinan,Ahi Evran Mahallesi
165,0 (Yeni),14,Kiracı Oturuyor,,Boş,2,Konut,145,3+1,5.Kat,Merkezi (Pay Ölçer),Hayır,Daire,335000,,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
170,4,14,Mülk Sahibi Oturuyor,,Boş,1,Konut,135,3+1,3.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1449000,,Kayseri,Talas,Mevlana Mahallesi
185,3,12,Boş,İkinci El,Boş,2,Konut,135,3+1,5.Kat,Merkezi (Pay Ölçer),Evet,Daire,2050000,,Kayseri,Kocasinan,Yakut Mahallesi
170,5-10,14,Mülk Sahibi Oturuyor,,Boş,1,Konut,135,3+1,9.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1525000,,Kayseri,Talas,Mevlana Mahallesi
110,0 (Yeni),2,Boş,,Boş,1,Konut,90,2+1,1.Kat,Kombi Doğalgaz,Hayır,Daire,1375000,,Kayseri,Talas,Kiçiköy Mahallesi
165,0 (Yeni),4,Boş,,Boş,2,Konut,135,3+1,3.Kat,Merkezi (Pay Ölçer),Hayır,Daire,420000,,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
200,2,2,Kiracı Oturuyor,,Boş,2,Konut,165,3+1,,Kombi Doğalgaz,Hayır,Villa,4450000,,Kayseri,Melikgazi,İldem Cumhuriyet Mahallesi
230,0 (Yeni),15,Mülk Sahibi Oturuyor,Sıfır,Boş,2,Konut,200,4+1,4.Kat,Merkezi (Pay Ölçer),Hayır,Daire,3550000,,Kayseri,Kocasinan,General Emir Mahallesi
100,5-10,5,Kiracı Oturuyor,,Boş,1,Konut,85,2+1,1.Kat,Merkezi (Pay Ölçer),Hayır,Daire,925000,,Kayseri,Melikgazi,Demokrasi Mahallesi
155,5-10,14,Kiracı Oturuyor,,Boş,2,Konut,135,3+1,3.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1675000,,Kayseri,Talas,Mevlana Mahallesi
450,5-10,3,Mülk Sahibi Oturuyor,,Boş,4,Konut,400,6+2,,Kombi Doğalgaz,Hayır,Villa,21000000,,Kayseri,Melikgazi,Erenköy Mahallesi
350,0 (Yeni),2,Boş,,Boş,4,Konut,250,3+2,,Yerden Isıtma,Evet,Villa,8950000,,Kayseri,Melikgazi,Hisarcık Mahallesi
120,5-10,12,Boş,,Boş,2,Konut,90,3+1,5.Kat,Merkezi Doğalgaz,Hayır,Daire,100000,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
175,11-15,12,Kiracı Oturuyor,İkinci El,Boş,1,Konut,125,3+1,1.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1600000,Genis otopark bahçe merkezi sistem geniş kullanımlı krediye uygun dairemiz görmek için iletişime geçiniz,Kayseri,Melikgazi,Esenyurt Mahallesi
130,3,7,Kiracı Oturuyor,İkinci El,,1,Konut,112,3+1,4.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1470000,,Kayseri,Melikgazi,Bahçelievler Mahallesi
175,16-20,6,Mülk Sahibi Oturuyor,,Boş,1,Konut,125,3+1,4.Kat,Kombi Doğalgaz,Hayır,Daire,1550000,Çarşı merkeze yakin Kombili meskenli arakat avm park cami okul v.s her katta iki daire geniş kullanımlı dairemizi görmek için iletişime geçiniz,Kayseri,Melikgazi,Esenyurt Mahallesi
125,0 (Yeni),5,Boş,,Boş,3,Konut,110,3+0,1.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1445000,,Kayseri,Talas,Bahçelievler Mahallesi
165,5-10,8,Mülk Sahibi Oturuyor,,Boş,1,Konut,130,3+1,4.Kat,Kombi Doğalgaz,Hayır,Daire,1350000,,Kayseri,Melikgazi,Şirintepe Mahallesi
210,5-10,14,Boş,İkinci El,Boş,2,Konut,180,4+1,10.Kat,Merkezi (Pay Ölçer),Evet,Daire,2455000,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
155,5-10,14,Mülk Sahibi Oturuyor,,Boş,1,Konut,135,3+1,11.Kat,Merkezi Doğalgaz,Hayır,Daire,1400000,,Kayseri,Talas,Mevlana Mahallesi
165,0 (Yeni),5,Boş,Sıfır,,2,Konut,135,3+1,2.Kat,Kombi Doğalgaz,Hayır,Daire,1540000,,Kayseri,Melikgazi,Şirintepe Mahallesi
165,11-15,9,Boş,,Boş,1,Konut,135,3+1,9.Kat,Merkezi Doğalgaz,Evet,Daire,1479000,,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
175,11-15,9,Kiracı Oturuyor,,Boş,2,Konut,135,3+1,8.Kat,Kombi Doğalgaz,Hayır,Daire,1375000,,Kayseri,Melikgazi,Gökkent Mahallesi
100,5-10,5,Mülk Sahibi Oturuyor,İkinci El,Eşyalı,1,Konut,85,2+1,2.Kat,Merkezi Doğalgaz,Hayır,Daire,1020000,,Kayseri,Melikgazi,Demokrasi Mahallesi
220,3,10,Boş,Sıfır,Boş,2,Konut,200,4+1,4.Kat,Merkezi (Pay Ölçer),Hayır,Daire,4700000,ŞEHRİN GÖZDESİ İPEK DİAMOND ULTRA LÜKS 4+1 DAİRE,Kayseri,Kocasinan,Uğurevler Mahallesi
195,0 (Yeni),2,Boş,Yapım Aşamasında,,2,Konut,165,5+1,,Kombi Doğalgaz,Hayır,Villa,9000000,,Kayseri,Melikgazi,Becen Mahallesi
100,21 Ve Üzeri,2,Kiracı Oturuyor,,Boş,1,Konut,85,2+1,2.Kat,Sobalı,Hayır,Daire,850000,,Kayseri,Kocasinan,Yeni Mahallesi
1237,16-20,2,Boş,İkinci El,Boş,1,Konut,1235,3+1,,Sobalı,Hayır,Müstakil Ev,9445000,,Kayseri,Talas,Yukarı Mahallesi
420,11-15,3,Mülk Sahibi Oturuyor,,Boş,2,Konut,370,6+1,,Kombi Doğalgaz,Hayır,Villa,17900000,,Kayseri,Talas,Harman Mahallesi
165,4,14,Kiracı Oturuyor,İkinci El,Eşyalı,1,Konut,145,3+1,10.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1650000,,Kayseri,Melikgazi,19 Mayıs Mahallesi
190,0 (Yeni),12,Boş,Sıfır,,2,Konut,140,3+1,7.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1950000,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
200,5-10,8,Mülk Sahibi Oturuyor,İkinci El,Eşyalı,2,Konut,185,4+1,Çatı Katı,Merkezi (Pay Ölçer),Hayır,Daire,2500000,,Kayseri,Melikgazi,Bahçelievler Mahallesi
185,0 (Yeni),11,Boş,Sıfır,,2,Konut,145,4+1,10.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2500000,,Kayseri,Melikgazi,Bahçelievler Mahallesi
215,0 (Yeni),2,Boş,,Boş,2,Konut,150,4+1,,Kombi Doğalgaz,Evet,Villa,4150000,,Kayseri,Hacılar,Beğendik Mahallesi
165,11-15,4,Boş,İkinci El,,1,Konut,120,3+1,Çatı Katı,Kombi Doğalgaz,Hayır,Daire,1250000,,Kayseri,Kocasinan,Yavuzlar Mahallesi
200,5-10,13,Kiracı Oturuyor,İkinci El,Eşyalı,1,Konut,165,3+1,11.Kat,Kombi Doğalgaz,Hayır,Daire,2800000,,Kayseri,Melikgazi,Alpaslan Mahallesi
185,1,12,Boş,Sıfır,,2,Konut,135,3+1,3.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1900000,,Kayseri,Kocasinan,Beyazşehir Mahallesi
155,16-20,10,Boş,,,2,Konut,130,3+1,4.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1870000,"kayseri sahabiye mh 4 oda satılık daire ev bakımlı asansörlü 4 kt mrkz isi 20 senelik bina tapulu krediye uygun, Araç takas olur",Kayseri,Kocasinan,Sahabiye Mahallesi
165,16-20,5,Kiracı Oturuyor,İkinci El,Eşyalı,1,Konut,130,3+1,Çatı Katı,Kombi Doğalgaz,Hayır,Daire,998000,,Kayseri,Melikgazi,Tınaztepe Mahallesi
175,5-10,9,Boş,İkinci El,,2,Konut,135,3+1,8.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1599000,,Kayseri,Kocasinan,Ertuğrul Gazi Mahallesi
190,5-10,14,Boş,,Boş,2,Konut,145,4+1,7.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1670000,,Kayseri,Talas,Yenidoğan Mahallesi
195,0 (Yeni),2,Boş,Yapım Aşamasında,,2,Konut,165,5+1,,Kombi Doğalgaz,Hayır,Villa,9000000,,Kayseri,Melikgazi,Becen Mahallesi
185,0 (Yeni),13,Boş,,Boş,2,Konut,150,4+1,8.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2789000,,Kayseri,Melikgazi,Germir Mahallesi
175,5-10,14,Boş,,,2,Konut,130,3+1,11.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1600000,"TALAS MEVLANA MAHALLESİ HEVES CADDESİ ÜZERİNDE PAZAR YERİ ARKASINDA HARİKA KONUMLU, 3+1 175M2 11.KAT KUZEY BATI CEPHE ÖNÜ AÇIK MANZARALI ÇİFT BANYO ÇİFT BALKONLU FIRSAT DAİRESİ",Kayseri,Talas,Mevlana Mahallesi
175,0 (Yeni),13,Boş,,Boş,2,Konut,150,3+1,11.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1900000,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
175,11-15,10,Mülk Sahibi Oturuyor,,Boş,2,Konut,140,3+1,3.Kat,Kombi Doğalgaz,Evet,Daire,1599000,,Kayseri,Talas,Yenidoğan Mahallesi
165,0 (Yeni),10,Boş,,Boş,2,Konut,135,3+1,6.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2050000,,Kayseri,Kocasinan,Mithatpaşa Mahallesi
110,0 (Yeni),5,Boş,Yapım Aşamasında,Boş,2,Konut,85,2+1,1.Kat,Kombi Doğalgaz,Hayır,Daire,1250000,,Kayseri,Develi,Yeni Mahallesi
600,5-10,3,Boş,İkinci El,,2,Konut,440,5+1,,Kombi Doğalgaz,Hayır,Villa,10500000,,Kayseri,Talas,Yukarı Mahallesi
175,0 (Yeni),10,Boş,,Boş,2,Konut,135,3+1,3.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1750000,,Kayseri,Melikgazi,Şirintepe Mahallesi
140,0 (Yeni),6,Boş,Yapım Aşamasında,Boş,2,Konut,118,3+1,5.Kat,Kombi Doğalgaz,Hayır,Daire,2250000,,Kayseri,Develi,Yeni Mahallesi
170,11-15,4,Mülk Sahibi Oturuyor,,,1,Konut,135,3+1,3.Kat,Kombi Doğalgaz,Hayır,Daire,1450000,Zümrüt mahallesinin en güzel yeri Bireysel kombili aidat derdi yok Herkesin kendi dairesine ait bina aşasında sıgınagı vardır İçerisi full yapılı Banyo-wc vestiyer ters tavanlar gergi tavanlar komple yapılı ev Çift balkonlu balkonun biri kapalı birisi açık Çok büyük L şeklinde balkonu vardır Emlakcı vs değiliz kendi mülkümdür,Kayseri,Kocasinan,Zümrüt Mahallesi
90,0 (Yeni),4,Boş,Yapım Aşamasında,Boş,1,Konut,70,2+1,1.Kat,Kombi Doğalgaz,Hayır,Daire,1200000,,Kayseri,Develi,Harman Mahallesi
150,11-15,12,Boş,İkinci El,,1,Konut,125,3+1,5.Kat,Merkezi Doğalgaz,Hayır,Daire,1550000,,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
175,11-15,13,Mülk Sahibi Oturuyor,İkinci El,Eşyalı,1,Konut,135,3+1,13.Kat,Merkezi Doğalgaz,Hayır,Daire,1250000,Full yapılı daire satılık daire takas olur Eskişehir bağları 3 katlı 4 katlı ile olur,Kayseri,Kocasinan,Barbaros Mahallesi
135,16-20,15,Kiracı Oturuyor,,,1,Konut,100,3+1,2.Kat,Merkezi Doğalgaz,Hayır,Daire,1200000,Talas mevlana mahallesi Turgut Özal Bulvarında sahra galip özsan ilköğretim okulu tramvay yanında harika konumlu 3+1 135m2 4.kat KB cepheli mesken ruhsatı alınmış temiz daire,Kayseri,Talas,Mevlana Mahallesi
