Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Yapı Durumu,Eşya Durumu,Banyo Sayısı,Türü,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,Site İçerisinde,Kategori,Fiyat,İlan Açıklaması,Şehir,İlçe,Mahalle
300,11-15,11,Boş,,Boş,2,Konut,265,4+2,11.Kat,Kombi Doğalgaz,Hayır,Daire,2499000,,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
155,5-10,12,Kiracı Oturuyor,,Boş,1,Konut,135,3+1,1.Kat,Merkezi Doğalgaz,Hayır,Daire,1520000,,Kayseri,Talas,Yenidoğan Mahallesi
340,11-15,1,Mülk Sahibi Oturuyor,İkinci El,Boş,1,Konut,120,3+1,Müstakil,Sobalı,Hayır,Daire,1970000,ESKİŞEHİR BAĞLARINDA FUL YAPILI EV,Kayseri,Melikgazi,Danişmend Gazi Mahallesi
165,3,14,Boş,,Boş,2,Konut,140,3+1,4.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1800000,,Kayseri,Talas,Mevlana Mahallesi
110,0 (Yeni),1,Boş,,Boş,1,Konut,90,2+1,,Sobalı,Hayır,Müstakil Ev,1350000,,Kayseri,Melikgazi,Esentepe Mahallesi
185,0 (Yeni),8,Boş,,Boş,2,Konut,170,3+1,7.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1900000,,Kayseri,Melikgazi,Esentepe Mahallesi
450,5-10,3,Boş,,Boş,3,Konut,400,8+1,,Kombi Doğalgaz,Hayır,Villa,10750000,,Kayseri,Melikgazi,Becen Mahallesi
165,11-15,11,Boş,,Boş,1,Konut,135,3+1,9.Kat,Merkezi Doğalgaz,Hayır,Daire,1360000,,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
275,16-20,14,Boş,,Boş,2,Konut,250,4+1,2.Kat,Merkezi Doğalgaz,Hayır,Daire,4950000,,Kayseri,Melikgazi,Alpaslan Mahallesi
175,0 (Yeni),14,Boş,,Boş,2,Konut,155,3+1,12.Kat,Merkezi (Pay Ölçer),Hayır,Daire,4000000,,Kayseri,Melikgazi,Köşk Mahallesi
350,0 (Yeni),2,Boş,,Boş,3,Konut,300,5+1,,Yerden Isıtma,Hayır,Villa,38000000,,Kayseri,Melikgazi,Erenköy Mahallesi
280,0 (Yeni),14,Boş,,Boş,2,Konut,240,4+1,7.Kat,Merkezi (Pay Ölçer),Hayır,Daire,9000000,,Kayseri,Melikgazi,Gültepe Mahallesi
270,5-10,2,Kiracı Oturuyor,,Boş,2,Konut,240,7+1,,Kombi Doğalgaz,Hayır,Villa,5900000,,Kayseri,Kocasinan,Ertuğrul Gazi Mahallesi
200,16-20,8,Boş,,Boş,1,Konut,188,3+1,6.Kat,Merkezi Doğalgaz,Hayır,Daire,1790000,,Kayseri,Kocasinan,Gevhernesibe Mahallesi
200,5-10,11,Boş,,Boş,2,Konut,185,4+1,1.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2750000,,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
165,1,8,Boş,Sıfır,,2,Konut,135,3+1,7.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1950000,,Kayseri,Kocasinan,Yeşil Mahallesi
245,5-10,11,Mülk Sahibi Oturuyor,İkinci El,Boş,2,Konut,235,4+1,11.Kat,Merkezi Doğalgaz,Hayır,Daire,3700000,,Kayseri,Melikgazi,Köşk Mahallesi
210,0 (Yeni),9,Boş,,Boş,2,Konut,155,4+1,4.Kat,Merkezi (Pay Ölçer),Hayır,Daire,3200000,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
135,0 (Yeni),10,Boş,,Boş,1,Konut,115,2+1,4.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1500000,,Kayseri,Melikgazi,Yeşilyurt Mahallesi
132,5-10,7,Kiracı Oturuyor,,Boş,1,Konut,131,3+1,1.Kat,Kombi Doğalgaz,Hayır,Daire,985000,,Kayseri,Melikgazi,Demokrasi Mahallesi
300,21 Ve Üzeri,3,Mülk Sahibi Oturuyor,İkinci El,Boş,3,Konut,280,8+2,,Kombi Doğalgaz,Hayır,Müstakil Ev,4000000,,Kayseri,Talas,Tablakaya Mahallesi
180,0 (Yeni),12,Boş,,Boş,2,Konut,135,3.5+1,7.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2200000,,Kayseri,Melikgazi,Gesi Fatih Mahallesi
220,4,13,Boş,,Boş,2,Konut,170,4+1,3.Kat,Merkezi (Pay Ölçer),Hayır,Daire,3000000,,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
234,3,14,Boş,,Boş,2,Konut,200,4+1,12.Kat,Merkezi (Pay Ölçer),Hayır,Daire,4200000,,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
160,11-15,13,Boş,,Boş,1,Konut,130,3+1,10.Kat,Merkezi Doğalgaz,Hayır,Daire,1625000,,Kayseri,Kocasinan,Yenişehir Mahallesi
175,3,13,Boş,,Boş,2,Konut,155,3+1,11.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2750000,,Kayseri,Kocasinan,Yakut Mahallesi
200,5-10,14,Boş,,Boş,2,Konut,150,4+1,6.Kat,Merkezi (Pay Ölçer),Hayır,Daire,5990000,,Kayseri,Melikgazi,Alpaslan Mahallesi
95,0 (Yeni),10,Boş,,,2,Konut,75,2+1,4.Kat,Merkezi Doğalgaz,Hayır,Kooperatif,180000,"Detaylı Bilgi İçin Lütfen Arayınız..., Nisan Ayı Ödenmiştir",Kayseri,Kocasinan,Ahi Evran Mahallesi
165,4,2,Boş,İkinci El,Boş,2,Konut,110,4+2,1.Kat,Kombi Doğalgaz,Hayır,Daire,2825000,,Kayseri,Kocasinan,Gömeç Mahallesi
120,5-10,1,Boş,İkinci El,Boş,1,Konut,100,2+1,,Sobalı,Hayır,Müstakil Ev,2495000,,Kayseri,Talas,Han Mahallesi
130,0 (Yeni),14,Boş,,Boş,1,Konut,110,2+1,9.Kat,Merkezi (Pay Ölçer),Hayır,Daire,2075000,,Kayseri,Talas,Bahçelievler Mahallesi
160,16-20,1,Boş,İkinci El,Boş,1,Konut,140,2.5+1,,Doğalgaz Sobalı,Hayır,Müstakil Ev,2000000,,Kayseri,Talas,Harman Mahallesi
200,5-10,14,Boş,İkinci El,,2,Konut,185,3+1,1.Kat,Merkezi (Pay Ölçer),Hayır,Daire,1970000,,Kayseri,Kocasinan,Uğurevler Mahallesi
265,5-10,14,Boş,,Boş,3,Konut,230,4+1,8.Kat,Merkezi (Pay Ölçer),Hayır,Daire,6400000,,Kayseri,Melikgazi,Yıldırım Beyazıt Mahallesi
